customer_order_number,consignment_number,date_of_event,fp_status_code,fp_status,fp_status_details,dme_status,pod_name,reason,cartons_delivered,booking_number
D_jasonl_22102,DME182884,20210921,B,BOOKED,Consignment has been booked,BOOKED,,,,14218
