customer_order_number,consignment_number,date_of_event,fp_status_code,fp_status,fp_status_details,dme_status,pod_name,reason,cartons_delivered,booking_number
D_Tempo_185968,,20211014,C,COMPLETED,Consignment has been successfully delivered,COMPLETED,,,1,44360
