ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX188738","","89505","17/11/2021 12:58 +10:30","Holding",""
"PLX189023","","393503651002100042, 393503651002100011, 393503651002100035, 393503651002100004, 393503651002100028,","17/11/2021 12:58 +10:30","Holding",""
