ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019084","251a2435-e8e6-485f-a7dc-68cab6427e1c","88692","20/10/2021 17:35 +11:00","PLX0190840020033931","Depot In","SYDNEY","",""
"PLX019055","944ec3fb-d27d-413b-9c15-cf013ef58709","87885","20/10/2021 17:35 +11:00","PLX0190550030032782","Depot In","SYDNEY","",""
"PLX019026","ced8cc9a-2730-4703-ba0c-780e88bb65b6","88802","20/10/2021 17:36 +11:00","PLX0190260030043840","Depot In","SYDNEY","",""
"PLX019006","7ad309d0-5715-41b6-9c1f-2506a13ff661","88174","20/10/2021 17:35 +11:00","PLX0190060030033173","Depot In","SYDNEY","",""
"PLX019004","e8787888-3a75-4655-8f08-1e965521f887","88712","20/10/2021 17:36 +11:00","PLX0190040010022705","Depot In","SYDNEY","",""
"PLX019067","dce9402e-b9d6-4bc0-92a0-1d78d2edf13e","87749","20/10/2021 17:35 +11:00","PLX0190670020073032","Depot In","SYDNEY","",""
"PLX019055","944ec3fb-d27d-413b-9c15-cf013ef58709","87885","20/10/2021 17:35 +11:00","PLX0190550020032782","Depot In","SYDNEY","",""
"PLX018992","b11ec053-cbc7-4ba1-a5a7-4c4742f16acf","88756","20/10/2021 17:36 +11:00","PLX0189920020053146","Depot In","SYDNEY","",""
"PLX019007","46104b8b-73c2-41b8-bf82-0a8371b1d62f","88715","20/10/2021 17:37 +11:00","PLX0190070010012429","Depot In","SYDNEY","",""
"PLX019011","48c445e4-e956-433e-9a7d-c4d4b2fa3486","88785","20/10/2021 17:37 +11:00","PLX0190110030042487","Depot In","SYDNEY","",""
"PLX019012","f09a095b-a57e-4605-9110-6c8ac9a3c9ca","88786","20/10/2021 17:38 +11:00","PLX0190120010012794","Depot In","SYDNEY","",""
