ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187673","","89258","03/11/2021 17:59 +11:00","PLX1876730010043173","Depot In","SYDNEY","",""
"PLX187679","","87960","03/11/2021 17:55 +11:00","PLX1876790010022570","Depot In","SYDNEY","",""
"PLX187708","","89229","03/11/2021 17:55 +11:00","PLX1877080050074020","Depot In","SYDNEY","",""
"PLX187700","","89186","03/11/2021 17:56 +11:00","PLX1877000050082527","Depot In","SYDNEY","",""
"PLX187687","","89081","03/11/2021 17:55 +11:00","PLX1876870020074350","Depot In","SYDNEY","",""
"PLX187680","","87901","03/11/2021 17:57 +11:00","PLX1876800010023030","Depot In","SYDNEY","",""
"PLX187701","","89187","03/11/2021 17:58 +11:00","PLX1877010020032760","Depot In","SYDNEY","",""
"PLX187700","","89186","03/11/2021 17:56 +11:00","PLX1877000030082527","Depot In","SYDNEY","",""
"PLX188157","","89059","03/11/2021 17:59 +11:00","PLX1881570030042758","Depot In","SYDNEY","",""
"PLX187710","","89246","03/11/2021 17:54 +11:00","PLX1877100020022615","Depot In","SYDNEY","",""
"PLX187700","","89186","03/11/2021 17:59 +11:00","PLX1877000080082527","Depot In","SYDNEY","",""
"PLX187708","","89229","03/11/2021 17:56 +11:00","PLX1877080040074020","Depot In","SYDNEY","",""
"PLX187897","","84335","03/11/2021 17:57 +11:00","PLX1878970050072233","Depot In","SYDNEY","",""
"PLX187712","","89224","03/11/2021 17:56 +11:00","PLX1877120010082261","Depot In","SYDNEY","",""
"PLX187897","","84335","03/11/2021 17:59 +11:00","PLX1878970070072233","Depot In","SYDNEY","",""
"PLX187700","","89186","03/11/2021 17:56 +11:00","PLX1877000020082527","Depot In","SYDNEY","",""
"PLX187635","","89215","03/11/2021 17:59 +11:00","PLX1876350030042097","Depot In","SYDNEY","",""
"PLX187712","","89224","03/11/2021 17:55 +11:00","PLX1877120040082261","Depot In","SYDNEY","",""
"PLX187897","","84335","03/11/2021 17:59 +11:00","PLX1878970060072233","Depot In","SYDNEY","",""
