ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019126","b78adc8b-3dde-4719-9b5c-febb42b7cac4","89006","29/10/2021 18:53 +11:00","PLX0191260010022609","Reserved 15","SYDNEY","",""
"PLX187001","","88968","29/10/2021 18:53 +11:00","PLX1870010010062747","Reserved 15","SYDNEY","",""
"PLX187001","","88968","29/10/2021 18:53 +11:00","PLX1870010020062747","Reserved 15","SYDNEY","",""
"PLX019126","b78adc8b-3dde-4719-9b5c-febb42b7cac4","89006","29/10/2021 18:53 +11:00","PLX0191260020022609","Reserved 15","SYDNEY","",""
"PLX187001","","88968","29/10/2021 18:53 +11:00","PLX1870010060062747","Reserved 15","SYDNEY","",""
"PLX187692","","89181","29/10/2021 18:53 +11:00","PLX1876920030042830","Reserved 15","SYDNEY","",""
"PLX187140","","89025","29/10/2021 18:53 +11:00","PLX1871400010022800","Reserved 15","SYDNEY","",""
"PLX187335","","89054","29/10/2021 18:53 +11:00","PLX1873350010023690","Reserved 15","SYDNEY","",""
"PLX187655","","89252","29/10/2021 18:53 +11:00","PLX1876550040043089","Reserved 15","SYDNEY","",""
"PLX187655","","89252","29/10/2021 18:53 +11:00","PLX1876550030043089","Reserved 15","SYDNEY","",""
"PLX187130","","89016","29/10/2021 18:54 +11:00","PLX1871300040044553","Reserved 15","SYDNEY","",""
"PLX187692","","89181","29/10/2021 18:54 +11:00","PLX1876920010042830","Reserved 15","SYDNEY","",""
"PLX187690","","89178","29/10/2021 18:54 +11:00","PLX1876900020042287","Reserved 15","SYDNEY","",""
"PLX187126","","89014","29/10/2021 18:54 +11:00","PLX1871260040042602","Reserved 15","SYDNEY","",""
"PLX187692","","89181","29/10/2021 18:54 +11:00","PLX1876920020042830","Reserved 15","SYDNEY","",""
