ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189049","","89610","15/11/2021 08:29 +11:00","PLX1890490020022590","Depot In","Wagga Wagga","",""
"PLX189049","","89610","15/11/2021 08:29 +11:00","PLX1890490020022590","Depot In","Wagga Wagga","",""
"PLX188839","","89547","15/11/2021 06:48 +11:00","PLX1888390040072162","On Delivery","SYDNEY","",""
"PLX188839","","89547","15/11/2021 06:48 +11:00","PLX1888390060072162","On Delivery","SYDNEY","",""
"PLX188839","","89547","15/11/2021 06:49 +11:00","PLX1888390050072162","On Delivery","SYDNEY","",""
"PLX188839","","89547","15/11/2021 06:49 +11:00","PLX1888390020072162","On Delivery","SYDNEY","",""
"PLX188839","","89547","15/11/2021 06:49 +11:00","PLX1888390030072162","On Delivery","SYDNEY","",""
"PLX188839","","89547","15/11/2021 06:50 +11:00","PLX1888390010072162","On Delivery","SYDNEY","",""
"PLX188839","","89547","15/11/2021 06:50 +11:00","PLX1888390070072162","On Delivery","SYDNEY","",""
"PLX188841","","89462","15/11/2021 08:37 +11:00","PLX1888410030085041","Depot In","ADELAIDE","",""
