ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX190045","","393503651002114193","17/11/2021 13:20 +11:00","PickupReceived",""
"PLX190065","","393503651002111130","17/11/2021 13:21 +11:00","PickupReceived",""
