ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019181","24534c3e-00d4-443e-9c31-5c486fb3d0cb","87779","16/11/2021 16:26 +11:00","PLX0191810030033160","Depot In","MELBOURNE","",""
"PLX189480","","393503651002102701, 393503651002102718","16/11/2021 16:27 +11:00","PLX1894800010023825","Depot In","MELBOURNE","",""
"PLX189251","","393503651002100738, 393503651002100721, 393503651002100769, 393503651002100776, 393503651002100745,","16/11/2021 16:27 +11:00","PLX1892510050083324","Depot In","MELBOURNE","",""
"PLX189251","","393503651002100738, 393503651002100721, 393503651002100769, 393503651002100776, 393503651002100745,","16/11/2021 16:27 +11:00","PLX1892510030083324","Depot In","MELBOURNE","",""
"PLX189251","","393503651002100738, 393503651002100721, 393503651002100769, 393503651002100776, 393503651002100745,","16/11/2021 16:27 +11:00","PLX1892510060083324","Depot In","MELBOURNE","",""
"PLX189251","","393503651002100738, 393503651002100721, 393503651002100769, 393503651002100776, 393503651002100745,","16/11/2021 16:28 +11:00","PLX1892510010083324","Depot In","MELBOURNE","",""
"PLX189251","","393503651002100738, 393503651002100721, 393503651002100769, 393503651002100776, 393503651002100745,","16/11/2021 16:28 +11:00","PLX1892510040083324","Depot In","MELBOURNE","",""
"PLX189252","","393503651002100387, 393503651002100356, 393503651002100370, 393503651002100363, 393503651002100400,","16/11/2021 16:28 +11:00","PLX1892520050093564","Depot In","MELBOURNE","",""
"PLX019181","24534c3e-00d4-443e-9c31-5c486fb3d0cb","87779","16/11/2021 16:29 +11:00","PLX0191810020033160","Depot In","MELBOURNE","",""
"PLX189252","","393503651002100387, 393503651002100356, 393503651002100370, 393503651002100363, 393503651002100400,","16/11/2021 16:29 +11:00","PLX1892520070093564","Depot In","MELBOURNE","",""
