ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189817","","393503651002110522, 393503651002110584, 393503651002110560, 393503651002110607, 393503651002110553,","17/11/2021 19:02 +11:00","PLX1898170080096460","Depot In","SYDNEY","",""
"PLX189874","","393503651002106600","17/11/2021 19:03 +11:00","PLX1898740010013824","Depot In","SYDNEY","",""
"PLX019179","5b47703d-ed2c-483c-be29-fb68eaca040c","87784","17/11/2021 19:02 +11:00","PLX0191790020027017","Depot In","SYDNEY","",""
"PLX189906","","393503651002110744, 393503651002110805, 393503651002110775, 393503651002110768, 393503651002110751,","17/11/2021 19:04 +11:00","PLX1899060050072671","Depot In","SYDNEY","",""
"PLX019179","5b47703d-ed2c-483c-be29-fb68eaca040c","87784","17/11/2021 19:03 +11:00","PLX0191790010027017","Depot In","SYDNEY","",""
"PLX189876","","393503651002106624","17/11/2021 19:03 +11:00","PLX1898760010016107","Depot In","SYDNEY","",""
"PLX189880","","393503651002106655","17/11/2021 19:03 +11:00","PLX1898800010013041","Depot In","SYDNEY","",""
"PLX189862","","393503651002106587","17/11/2021 19:02 +11:00","PLX1898620010013072","Depot In","SYDNEY","",""
"PLX189796","","393503651002110980, 393503651002110966, 393503651002110973","17/11/2021 19:04 +11:00","PLX1897960030032175","Depot In","SYDNEY","",""
"PLX189906","","393503651002110744, 393503651002110805, 393503651002110775, 393503651002110768, 393503651002110751,","17/11/2021 19:04 +11:00","PLX1899060040072671","Depot In","SYDNEY","",""
"PLX189836","","393503651002110614, 393503651002110621, 393503651002110645, 393503651002110652, 393503651002110669,","17/11/2021 19:01 +11:00","PLX1898360060065049","Depot In","SYDNEY","",""
"PLX189623","","393503651002110508","17/11/2021 19:02 +11:00","PLX1896230010012642","Depot In","SYDNEY","",""
"PLX188469","","89425","17/11/2021 19:02 +11:00","PLX1884690010012259","Depot In","SYDNEY","",""
"PLX189879","","393503651002106648","17/11/2021 19:03 +11:00","PLX1898790010012229","Depot In","SYDNEY","",""
"PLX189875","","393503651002106617","17/11/2021 19:03 +11:00","PLX1898750010012130","Depot In","SYDNEY","",""
"PLX189877","","393503651002106631","17/11/2021 19:03 +11:00","PLX1898770010014163","Depot In","SYDNEY","",""
"PLX189907","","393503651002110423, 393503651002110188, 393503651002110416","17/11/2021 19:02 +11:00","PLX1899070010033549","Depot In","SYDNEY","",""
"PLX189510","","393503651002110454, 393503651002110478, 393503651002110492, 393503651002106532, 393503651002110461,","17/11/2021 19:02 +11:00","PLX1895100050066100","Depot In","SYDNEY","",""
"PLX189787","","393503651002109977, 393503651002109960, 393503651002114360, 393503651002114353","17/11/2021 19:03 +11:00","PLX1897870040042530","Depot In","SYDNEY","",""
"PLX189805","","393503651002110003, 393503651002110010","17/11/2021 19:04 +11:00","PLX1898050010022480","Depot In","SYDNEY","",""
"PLX189799","","393503651002110942, 393503651002110959","17/11/2021 19:04 +11:00","PLX1897990020022622","Depot In","SYDNEY","",""
"PLX189838","","393503651002113936, 393503651002114261, 393503651002114223, 393503651002113400, 393503651002114254,","17/11/2021 19:04 +11:00","PLX1898380070072564","Depot In","SYDNEY","",""
"PLX189835","","393503651002110812, 393503651002110843, 393503651002110850, 393503651002110867, 393503651002110836,","17/11/2021 19:04 +11:00","PLX1898350020073113","Depot In","SYDNEY","",""
"PLX189881","","393503651002106662","17/11/2021 19:03 +11:00","PLX1898810010012289","Depot In","SYDNEY","",""
"PLX189842","","393503651002109939, 393503651002109915, 393503651002109922, 393503651002109946, 393503651002109953,","17/11/2021 19:03 +11:00","PLX1898420060066056","Depot In","SYDNEY","",""
