ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188494","","89469","05/11/2021 18:09 +11:00","PLX1884940020044560","Reserved 15","SYDNEY","",""
"PLX188058","","89325","05/11/2021 18:09 +11:00","PLX1880580030042571","Reserved 15","SYDNEY","",""
"PLX188314","","89417","05/11/2021 18:10 +11:00","PLX1883140010042650","Reserved 15","SYDNEY","",""
"PLX188455","","89419","05/11/2021 18:10 +11:00","PLX1884550020043134","Reserved 15","SYDNEY","",""
"PLX188429","","89438","05/11/2021 18:10 +11:00","PLX1884290020042540","Reserved 15","SYDNEY","",""
"PLX188429","","89438","05/11/2021 18:10 +11:00","PLX1884290010042540","Reserved 15","SYDNEY","",""
"PLX188455","","89419","05/11/2021 18:10 +11:00","PLX1884550030043134","Reserved 15","SYDNEY","",""
"PLX188314","","89417","05/11/2021 18:10 +11:00","PLX1883140020042650","Reserved 15","SYDNEY","",""
"PLX188214","","89369","05/11/2021 18:11 +11:00","PLX1882140030042567","Reserved 15","SYDNEY","",""
"PLX188213","","89368","05/11/2021 18:11 +11:00","PLX1882130020042766","Reserved 15","SYDNEY","",""
"PLX188053","","89323","05/11/2021 18:11 +11:00","PLX1880530020044116","Reserved 15","SYDNEY","",""
"PLX188027","","89303","05/11/2021 18:11 +11:00","PLX1880270030043675","Reserved 15","SYDNEY","",""
