ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187714","","89226","01/11/2021 16:55 +11:00","PLX1877140020023138","Depot In","SYDNEY","",""
"PLX187847","","88902","01/11/2021 16:55 +11:00","PLX1878470010013730","Depot In","SYDNEY","",""
"PLX187509","","89168","01/11/2021 16:55 +11:00","PLX1875090060065125","Depot In","SYDNEY","",""
"PLX187291","","89141","01/11/2021 16:56 +11:00","PLX1872910040043016","Depot In","SYDNEY","",""
"PLX187625","","89235","01/11/2021 16:56 +11:00","PLX1876250060084405","Depot In","SYDNEY","",""
"PLX187625","","89235","01/11/2021 16:56 +11:00","PLX1876250030084405","Depot In","SYDNEY","",""
"PLX187309","","88183","01/11/2021 16:55 +11:00","PLX1873090030042615","Depot In","SYDNEY","",""
"PLX187328","","89068","01/11/2021 16:55 +11:00","PLX1873280060062527","Depot In","SYDNEY","",""
"PLX187637","","89216","01/11/2021 16:54 +11:00","PLX1876370060062750","Depot In","SYDNEY","",""
"PLX187154","","89044","01/11/2021 16:55 +11:00","PLX1871540010083910","Depot In","SYDNEY","",""
"PLX187625","","89235","01/11/2021 16:56 +11:00","PLX1876250040084405","Depot In","SYDNEY","",""
"PLX187705","","89192","01/11/2021 16:57 +11:00","PLX1877050010012466","Depot In","SYDNEY","",""
"PLX187291","","89141","01/11/2021 16:56 +11:00","PLX1872910030043016","Depot In","SYDNEY","",""
"PLX187688","","89082","01/11/2021 16:55 +11:00","PLX1876880010012705","Depot In","SYDNEY","",""
"PLX187122","","89012","01/11/2021 16:55 +11:00","PLX1871220060072233","Depot In","SYDNEY","",""
"PLX187291","","89141","01/11/2021 16:55 +11:00","PLX1872910010043016","Depot In","SYDNEY","",""
"PLX187625","","89235","01/11/2021 16:56 +11:00","PLX1876250070084405","Depot In","SYDNEY","",""
"PLX187309","","88183","01/11/2021 16:56 +11:00","PLX1873090020042615","Depot In","SYDNEY","",""
"PLX187268","","89078","01/11/2021 16:57 +11:00","PLX1872680010043161","Depot In","SYDNEY","",""
"PLX187309","","88183","01/11/2021 16:56 +11:00","PLX1873090010042615","Depot In","SYDNEY","",""
"PLX187845","","89288","01/11/2021 16:55 +11:00","PLX1878450060062450","Depot In","SYDNEY","",""
"PLX187625","","89235","01/11/2021 16:56 +11:00","PLX1876250080084405","Depot In","SYDNEY","",""
"PLX187132","","89021","01/11/2021 16:55 +11:00","PLX1871320020043158","Depot In","SYDNEY","",""
"PLX187329","","89067","01/11/2021 16:55 +11:00","PLX1873290060062747","Depot In","SYDNEY","",""
