ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX189016","","89520","18/11/2021 06:48 +11:00","InTransit",""
"PLX189045","","393503651002100530, 393503651002100547","18/11/2021 06:49 +11:00","Assigned",""
"PLX189849","","393503651002106990, 393503651002107003","18/11/2021 06:50 +11:00","PickupReceived",""
"PLX189849","","393503651002106990, 393503651002107003","18/11/2021 06:50 +11:00","Assigned",""
