ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"DME186433","","1037414","22/10/2021 18:45 +11:00","DME1864330010013040","Depot In","SYDNEY","",""
"DME186433","","1037414","22/10/2021 18:45 +11:00","DME1864330050013040","Depot In","SYDNEY","",""
"DME186420","","22487","22/10/2021 18:45 +11:00","DME1864200010012011","Depot In","SYDNEY","",""
"DME186433","","1037414","22/10/2021 18:45 +11:00","DME1864330030013040","Depot In","SYDNEY","",""
"DME186421","","22486","22/10/2021 18:45 +11:00","DME1864210010013142","Depot In","SYDNEY","",""
"DME186569","","22511","22/10/2021 18:45 +11:00","DME1865690010012127","Depot In","SYDNEY","",""
"DME186399","","22455","22/10/2021 18:46 +11:00","DME1863990030013216","Depot In","SYDNEY","",""
"DME186399","","22455","22/10/2021 18:46 +11:00","DME1863990010013216","Depot In","SYDNEY","",""
"DME186424","","22431","22/10/2021 18:46 +11:00","DME1864240010013777","Depot In","SYDNEY","",""
"DME186572","","22501","22/10/2021 18:45 +11:00","DME1865720010012026","Depot In","SYDNEY","",""
"DME186844","","1037679","22/10/2021 18:45 +11:00","DME1868440010012110","Depot In","SYDNEY","",""
"DME186568","","22512","22/10/2021 18:46 +11:00","DME1865680010013023","Depot In","SYDNEY","",""
