ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX189840","","393503651002110911, 393503651002110881, 393503651002110904, 393503651002110898","17/11/2021 10:26 +11:00","PickupReceived",""
"PLX189840","","393503651002110911, 393503651002110881, 393503651002110904, 393503651002110898","17/11/2021 10:26 +11:00","Assigned",""
