ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187643","","89234","05/11/2021 18:12 +08:00","PLX1876430030066171","Depot In","PERTH","",""
"PLX187643","","89234","05/11/2021 18:12 +08:00","PLX1876430040066171","Depot In","PERTH","",""
"PLX187643","","89234","05/11/2021 18:12 +08:00","PLX1876430050066171","Depot In","PERTH","",""
"PLX187643","","89234","05/11/2021 18:12 +08:00","PLX1876430060066171","Depot In","PERTH","",""
"PLX187643","","89234","05/11/2021 18:12 +08:00","PLX1876430020066171","Depot In","PERTH","",""
"PLX188052","","89322","05/11/2021 18:11 +11:00","PLX1880520020042135","Reserved 15","SYDNEY","",""
"PLX188053","","89323","05/11/2021 18:11 +11:00","PLX1880530030044116","Reserved 15","SYDNEY","",""
"PLX188049","","89320","05/11/2021 18:11 +11:00","PLX1880490020044405","Reserved 15","SYDNEY","",""
"PLX188052","","89322","05/11/2021 18:11 +11:00","PLX1880520030042135","Reserved 15","SYDNEY","",""
"PLX188049","","89320","05/11/2021 18:12 +11:00","PLX1880490030044405","Reserved 15","SYDNEY","",""
"PLX188213","","89368","05/11/2021 18:12 +11:00","PLX1882130030042766","Reserved 15","SYDNEY","",""
"PLX188203","","89360","05/11/2021 18:12 +11:00","PLX1882030010042206","Reserved 15","SYDNEY","",""
"PLX188203","","89360","05/11/2021 18:12 +11:00","PLX1882030020042206","Reserved 15","SYDNEY","",""
