ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186766","","88870","26/10/2021 17:46 +11:00","PLX1867660030014171","Depot In","SYDNEY","",""
"PLX186763","65792","88867","26/10/2021 17:46 +11:00","PLX1867630110014214","Depot In","SYDNEY","",""
"PLX186960","","88931","26/10/2021 17:47 +11:00","PLX1869600030013550","Depot In","SYDNEY","",""
"PLX187012","","88989","26/10/2021 17:47 +11:00","PLX1870120030012155","Depot In","SYDNEY","",""
"PLX019110","92dbfea8-e572-4f57-bfca-74109a5a17bc","88855","26/10/2021 17:46 +11:00","PLX0191100060064655","Depot In","SYDNEY","",""
"PLX186856","","88926","26/10/2021 17:48 +11:00","PLX1868560010012480","Depot In","SYDNEY","",""
"PLX187016","","88994","26/10/2021 17:47 +11:00","PLX1870160010012257","Depot In","SYDNEY","",""
"PLX186766","","88870","26/10/2021 17:48 +11:00","PLX1867660110014171","Depot In","SYDNEY","",""
"PLX186763","65792","88867","26/10/2021 17:47 +11:00","PLX1867630010014214","Depot In","SYDNEY","",""
"PLX187008","","88982","26/10/2021 17:47 +11:00","PLX1870080030012200","Depot In","SYDNEY","",""
"PLX186956","","88943","26/10/2021 17:49 +11:00","PLX1869560030015271","Depot In","SYDNEY","",""
"PLX019110","92dbfea8-e572-4f57-bfca-74109a5a17bc","88855","26/10/2021 17:48 +11:00","PLX0191100010064655","Depot In","SYDNEY","",""
"PLX019105","d0b4bb6f-a434-4f7e-98cd-acc4a711b289","88952","26/10/2021 17:47 +11:00","PLX0191050020022145","Depot In","SYDNEY","",""
"PLX187012","","88989","26/10/2021 17:47 +11:00","PLX1870120010012155","Depot In","SYDNEY","",""
"PLX187016","","88994","26/10/2021 17:47 +11:00","PLX1870160030012257","Depot In","SYDNEY","",""
"PLX186770","","88873","26/10/2021 17:49 +11:00","PLX1867700050012446","Depot In","SYDNEY","",""
"PLX186770","","88873","26/10/2021 17:49 +11:00","PLX1867700010012446","Depot In","SYDNEY","",""
"PLX186771","","88874","26/10/2021 17:47 +11:00","PLX1867710010017050","Depot In","SYDNEY","",""
"PLX187013","","88991","26/10/2021 17:49 +11:00","PLX1870130010013810","Depot In","SYDNEY","",""
"PLX187006","","88979","26/10/2021 17:47 +11:00","PLX1870060030012200","Depot In","SYDNEY","",""
