ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187704","","89191","01/11/2021 20:00 +11:00","PLX1877040010022259","Depot In","SYDNEY","",""
"PLX187832","","89278","01/11/2021 20:00 +11:00","PLX1878320010022711","Depot In","SYDNEY","",""
"PLX187829","","89275","01/11/2021 20:00 +11:00","PLX1878290010025047","Depot In","SYDNEY","",""
"PLX187511","","89175","01/11/2021 20:00 +11:00","PLX1875110010023175","Depot In","SYDNEY","",""
"PLX187691","","89179","01/11/2021 20:00 +11:00","PLX1876910020025049","Depot In","SYDNEY","",""
"PLX187704","","89191","01/11/2021 20:00 +11:00","PLX1877040020022259","Depot In","SYDNEY","",""
"PLX187511","","89175","01/11/2021 20:00 +11:00","PLX1875110020023175","Depot In","SYDNEY","",""
"PLX187833","","89279","01/11/2021 20:00 +11:00","PLX1878330010022168","Depot In","SYDNEY","",""
"PLX187694","","89182","01/11/2021 20:00 +11:00","PLX1876940010023690","Depot In","SYDNEY","",""
"PLX187330","","89066","01/11/2021 20:00 +11:00","PLX1873300010025290","Depot In","SYDNEY","",""
