ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019006","7ad309d0-5715-41b6-9c1f-2506a13ff661","88174","20/10/2021 17:31 +11:00","PLX0190060010033173","Depot In","SYDNEY","",""
"PLX018897","830be4ed-0829-48dc-aeea-f567732ea14e","88234","20/10/2021 17:30 +11:00","PLX0188970010083043","Depot In","SYDNEY","",""
"PLX019067","dce9402e-b9d6-4bc0-92a0-1d78d2edf13e","87749","20/10/2021 17:32 +11:00","PLX0190670070073032","Depot In","SYDNEY","",""
"PLX019080","28e65020-edd1-4998-877e-faa11b1fe6ad","88806","20/10/2021 17:32 +11:00","PLX0190800010072773","Depot In","SYDNEY","",""
"PLX019067","dce9402e-b9d6-4bc0-92a0-1d78d2edf13e","87749","20/10/2021 17:33 +11:00","PLX0190670010073032","Depot In","SYDNEY","",""
"PLX019067","dce9402e-b9d6-4bc0-92a0-1d78d2edf13e","87749","20/10/2021 17:34 +11:00","PLX0190670040073032","Depot In","SYDNEY","",""
"PLX018982","c064e000-2e3d-4848-96c5-c935bdeb0804","88754","20/10/2021 17:31 +11:00","PLX0189820010042900","Depot In","SYDNEY","",""
"PLX019084","251a2435-e8e6-485f-a7dc-68cab6427e1c","88692","20/10/2021 17:31 +11:00","PLX0190840010033931","Depot In","SYDNEY","",""
"PLX019063","fa4b6f40-f8cc-4e8a-9158-0bccf23572fc","88210","20/10/2021 17:34 +11:00","PLX0190630060076020","Depot In","SYDNEY","",""
"PLX018996","b7382387-fca9-488d-82bc-0a8e8e36dcde","88760","20/10/2021 17:30 +11:00","PLX0189960010042321","Depot In","SYDNEY","",""
"PLX019055","944ec3fb-d27d-413b-9c15-cf013ef58709","87885","20/10/2021 17:31 +11:00","PLX0190550010032782","Depot In","SYDNEY","",""
"PLX019074","217b5777-46c5-47d9-a8b8-633dc93cf99a","87532","20/10/2021 17:34 +11:00","PLX0190740030043199","Depot In","SYDNEY","",""
"PLX019063","fa4b6f40-f8cc-4e8a-9158-0bccf23572fc","88210","20/10/2021 17:32 +11:00","PLX0190630070076020","Depot In","SYDNEY","",""
"PLX019017","29dccfe7-96ec-4ca6-a44d-cb428c8ba31b","88792","20/10/2021 17:31 +11:00","PLX0190170010036156","Depot In","SYDNEY","",""
"PLX019067","dce9402e-b9d6-4bc0-92a0-1d78d2edf13e","87749","20/10/2021 17:34 +11:00","PLX0190670060073032","Depot In","SYDNEY","",""
"PLX019074","217b5777-46c5-47d9-a8b8-633dc93cf99a","87532","20/10/2021 17:34 +11:00","PLX0190740040043199","Depot In","SYDNEY","",""
"PLX019043","06a306ac-271e-4852-8eab-f39bb71823b8","88154","20/10/2021 17:34 +11:00","PLX0190430010023082","Depot In","SYDNEY","",""
