ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188115","","89285","05/11/2021 19:23 +11:00","PLX1881150020034870","Depot In","SYDNEY","",""
"PLX188065","","89330","05/11/2021 19:23 +11:00","PLX1880650060094213","Depot In","SYDNEY","",""
"PLX188030","","89304","05/11/2021 19:24 +11:00","PLX1880300040093163","Depot In","SYDNEY","",""
"PLX188233","","89010","05/11/2021 19:24 +11:00","PLX1882330030082104","Depot In","SYDNEY","",""
"PLX188233","","89010","05/11/2021 19:24 +11:00","PLX1882330020082104","Depot In","SYDNEY","",""
"PLX188201","","89341","05/11/2021 19:24 +11:00","PLX1882010010062905","Depot In","SYDNEY","",""
"PLX188029","","89302","05/11/2021 19:24 +11:00","PLX1880290020022747","Depot In","SYDNEY","",""
"PLX188402","","87673","05/11/2021 19:24 +11:00","PLX1884020010023910","Depot In","SYDNEY","",""
"PLX188050","","89321","05/11/2021 19:24 +11:00","PLX1880500010022280","Depot In","SYDNEY","",""
"PLX188212","","89366","05/11/2021 19:24 +11:00","PLX1882120020035330","Depot In","SYDNEY","",""
