ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX018773","c6672277-272c-4b63-823d-e1eb4ef78cc4","88021","13/10/2021 17:03 +11:00","PLX0187730010012214","Depot In","SYDNEY","",""
"PLX018768","81e004b9-9f2c-4546-8a58-52dd6be63a9f","88010","13/10/2021 17:03 +11:00","PLX0187680010022321","Depot In","SYDNEY","",""
"PLX018756","d624e952-d52a-4141-89ae-e68c89784e8f","87995","13/10/2021 17:02 +11:00","PLX0187560020022145","Depot In","SYDNEY","",""
"PLX018817","701d15a3-d67a-4a24-8cc0-71b0fe4fdd5b","88100","13/10/2021 17:02 +11:00","PLX0188170020024128","Depot In","SYDNEY","",""
"PLX018809","26588469-e40d-43d9-8c04-87226954ad1d","88085","13/10/2021 17:04 +11:00","PLX0188090020022528","Depot In","SYDNEY","",""
"PLX018798","c7dfac1b-d421-4104-abf3-654a8873e6ea","88059","13/10/2021 17:03 +11:00","PLX0187980010033127","Depot In","SYDNEY","",""
"PLX018824","b633ec3d-c028-4c38-a540-f876dc0ee8f9","88112","13/10/2021 17:02 +11:00","PLX0188240020023915","Depot In","SYDNEY","",""
"PLX018822","7ba22606-0a56-4a51-8838-47907f8cc121","88108","13/10/2021 17:01 +11:00","PLX0188220030032085","Depot In","SYDNEY","",""
"PLX018836","27b9f2bc-a636-472d-978c-3027c5e1b0e0","88133","13/10/2021 17:03 +11:00","PLX0188360010023155","Depot In","SYDNEY","",""
"PLX018827","6e69bd13-05bb-45be-bae7-a98839b40abf","88117","13/10/2021 17:04 +11:00","PLX0188270010023030","Depot In","SYDNEY","",""
"PLX018782","3b741a05-5421-4c05-b96b-b4a989911c12","88036","13/10/2021 17:02 +11:00","PLX0187820020022262","Depot In","SYDNEY","",""
"PLX018793","965dfa1e-4567-4284-9302-1bdd2baa5a56","88055","13/10/2021 17:02 +11:00","PLX0187930010022036","Depot In","SYDNEY","",""
"PLX018792","aa19cf6d-cf90-44a8-817b-7d0ea0596826","","13/10/2021 17:04 +11:00","PLX0187920020022147","Depot In","SYDNEY","",""
"PLX018768","81e004b9-9f2c-4546-8a58-52dd6be63a9f","88010","13/10/2021 17:03 +11:00","PLX0187680020022321","Depot In","SYDNEY","",""
"PLX018902","718573fe-1a79-483f-95b7-292f58971551","88241","13/10/2021 17:01 +11:00","PLX0189020010013174","Depot In","SYDNEY","",""
"PLX018821","f198a3cb-b3fe-4891-a3ed-bea3c90bd08e","88105","13/10/2021 17:04 +11:00","PLX0188210010025158","Depot In","SYDNEY","",""
"PLX018782","3b741a05-5421-4c05-b96b-b4a989911c12","88036","13/10/2021 17:03 +11:00","PLX0187820010022262","Depot In","SYDNEY","",""
"PLX018791","9b4515e5-b994-445c-99e9-0ffb3db65caa","88053","13/10/2021 17:01 +11:00","PLX0187910020022372","Depot In","SYDNEY","",""
"PLX018777","63383","88028","13/10/2021 17:03 +11:00","PLX0187770020024227","Depot In","SYDNEY","",""
"PLX018833","312bced1-41de-4651-af67-fd9bf07185ee","88128","13/10/2021 17:01 +11:00","PLX0188330020024280","Depot In","SYDNEY","",""
"PLX018826","be2c0295-82b7-457a-9991-72588618cf66","88116","13/10/2021 17:04 +11:00","PLX0188260020022518","Depot In","SYDNEY","",""
"PLX018758","677b4670-3743-473c-8841-bee517e307ad","87998","13/10/2021 17:04 +11:00","PLX0187580010026163","Depot In","SYDNEY","",""
"PLX018851","21506d2a-32b5-43df-a2d6-fb3357a18523","88190","13/10/2021 17:03 +11:00","PLX0188510010022135","Depot In","SYDNEY","",""
"PLX018917","8ba71ac0-54d4-4097-9e53-9f32981183ed","88261","13/10/2021 17:01 +11:00","PLX0189170010012912","Depot In","SYDNEY","",""
