ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"DME189539","","","18/11/2021 10:28 +11:00","Delivered",""
"PLX188482","","89173","18/11/2021 10:28 +11:00","OnDelivery",""
