ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019070","d9429563-747e-49c9-8ae1-09d2ea9a6c8d","87834","22/10/2021 16:06 +11:00","PLX0190700050055022","Depot In","SYDNEY","",""
"PLX186620","","88834","22/10/2021 16:05 +11:00","PLX1866200110013133","Depot In","SYDNEY","",""
"PLX019073","c5fbded8-3def-4048-bbc8-89231bbf5b89","87397","22/10/2021 16:06 +11:00","PLX0190730030052575","Depot In","SYDNEY","",""
"PLX186620","","88834","22/10/2021 16:05 +11:00","PLX1866200010013133","Depot In","SYDNEY","",""
"PLX019073","c5fbded8-3def-4048-bbc8-89231bbf5b89","87397","22/10/2021 16:06 +11:00","PLX0190730010052575","Depot In","SYDNEY","",""
"PLX019070","d9429563-747e-49c9-8ae1-09d2ea9a6c8d","87834","22/10/2021 16:06 +11:00","PLX0190700020055022","Depot In","SYDNEY","",""
"PLX186736","","88879","22/10/2021 16:09 +11:00","PLX1867360050013429","Depot In","SYDNEY","",""
"PLX186736","","88879","22/10/2021 16:09 +11:00","PLX1867360030013429","Depot In","SYDNEY","",""
"PLX019049","ae7f8534-c52c-4606-85ea-34e13b7b9b1a","88702","22/10/2021 16:06 +11:00","PLX0190490010023723","Depot In","SYDNEY","",""
"PLX186620","","88834","22/10/2021 16:06 +11:00","PLX1866200130013133","Depot In","SYDNEY","",""
"PLX186736","","88879","22/10/2021 16:09 +11:00","PLX1867360010013429","Depot In","SYDNEY","",""
