ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189788","","393503651002110096, 393503651002110119, 393503651002109878, 393503651002110126","17/11/2021 19:29 +11:00","PLX1897880010044068","Depot In","SYDNEY","",""
"PLX189904","","393503651002110300, 393503651002110324, 393503651002110317, 393503651002110171","17/11/2021 19:29 +11:00","PLX1899040040042747","Depot In","SYDNEY","",""
"PLX190045","","393503651002114193","17/11/2021 19:29 +11:00","PLX1900450010012646","Depot In","SYDNEY","",""
"PLX189828","","393503651002110140, 393503651002110164, 393503651002110157, 393503651002110133","17/11/2021 19:29 +11:00","PLX1898280040042450","Depot In","SYDNEY","",""
"PLX189840","69197","393503651002110911, 393503651002110881, 393503651002110904, 393503651002110898","17/11/2021 19:29 +11:00","PLX1898400010044215","Depot In","SYDNEY","",""
"PLX189838","","393503651002113936, 393503651002114261, 393503651002114223, 393503651002113400, 393503651002114254,","17/11/2021 19:29 +11:00","PLX1898380010072564","Depot In","SYDNEY","",""
"PLX189835","","393503651002110812, 393503651002110843, 393503651002110850, 393503651002110867, 393503651002110836,","17/11/2021 19:26 +11:00","PLX1898350010073113","Depot In","SYDNEY","",""
"PLX189787","","393503651002109977, 393503651002109960, 393503651002114360, 393503651002114353","17/11/2021 19:28 +11:00","PLX1897870010042530","Depot In","SYDNEY","",""
"PLX189834","","393503651002114209, 393503651002114216","17/11/2021 19:29 +11:00","PLX1898340010022750","Depot In","SYDNEY","",""
"PLX190245","","393503651002113929, 393503651002114278","17/11/2021 19:29 +11:00","PLX1902450020024575","Depot In","SYDNEY","",""
"PLX189838","","393503651002113936, 393503651002114261, 393503651002114223, 393503651002113400, 393503651002114254,","17/11/2021 19:29 +11:00","PLX1898380050072564","Depot In","SYDNEY","",""
