ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019111","4741e323-fa20-4fba-bb14-632aa2fb68b3","88856","02/11/2021 15:31 +08:00","PLX0191110060076155","Depot In","PERTH","",""
"PLX019111","4741e323-fa20-4fba-bb14-632aa2fb68b3","88856","02/11/2021 15:31 +08:00","PLX0191110020076155","Depot In","PERTH","",""
"PLX019111","4741e323-fa20-4fba-bb14-632aa2fb68b3","88856","02/11/2021 15:31 +08:00","PLX0191110070076155","Depot In","PERTH","",""
"PLX019111","4741e323-fa20-4fba-bb14-632aa2fb68b3","88856","02/11/2021 15:31 +08:00","PLX0191110010076155","Depot In","PERTH","",""
"PLX019111","4741e323-fa20-4fba-bb14-632aa2fb68b3","88856","02/11/2021 15:31 +08:00","PLX0191110040076155","Depot In","PERTH","",""
"PLX019111","4741e323-fa20-4fba-bb14-632aa2fb68b3","88856","02/11/2021 15:31 +08:00","PLX0191110050076155","Depot In","PERTH","",""
"PLX186958","","88946","02/11/2021 15:31 +08:00","PLX1869580070076163","Depot In","PERTH","",""
"PLX186958","","88946","02/11/2021 15:31 +08:00","PLX1869580060076163","Depot In","PERTH","",""
"PLX186958","","88946","02/11/2021 15:31 +08:00","PLX1869580020076163","Depot In","PERTH","",""
"PLX186958","","88946","02/11/2021 15:31 +08:00","PLX1869580010076163","Depot In","PERTH","",""
"PLX019111","4741e323-fa20-4fba-bb14-632aa2fb68b3","88856","02/11/2021 15:31 +08:00","PLX0191110030076155","Depot In","PERTH","",""
