ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 10:02 +11:00","PLX0190470010113175","On Delivery","MELBOURNE","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 10:03 +11:00","PLX0190470070113175","On Delivery","MELBOURNE","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 10:03 +11:00","PLX0190470080113175","On Delivery","MELBOURNE","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 10:04 +11:00","PLX0190470060113175","On Delivery","MELBOURNE","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 10:06 +11:00","PLX0190470100113175","On Delivery","MELBOURNE","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 10:09 +11:00","PLX0190470050113175","On Delivery","MELBOURNE","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 10:09 +11:00","PLX0190470110113175","On Delivery","MELBOURNE","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 10:21 +11:00","PLX0190470090113175","On Delivery","MELBOURNE","",""
"PLX019005","9e4949a7-0349-4e25-9f5e-1b2b12835015","88713","25/10/2021 10:02 +08:00","PLX0190050010016026","On Delivery","PERTH","",""
"PLX018816","cbc2d784-b3a2-4b56-96c5-e23a75fe1ce5","88098","25/10/2021 10:05 +08:00","PLX0188160020046016","On Delivery","PERTH","",""
"PLX018816","cbc2d784-b3a2-4b56-96c5-e23a75fe1ce5","88098","25/10/2021 10:05 +08:00","PLX0188160040046016","On Delivery","PERTH","",""
"PLX018816","cbc2d784-b3a2-4b56-96c5-e23a75fe1ce5","88098","25/10/2021 10:05 +08:00","PLX0188160030046016","On Delivery","PERTH","",""
"PLX018816","cbc2d784-b3a2-4b56-96c5-e23a75fe1ce5","88098","25/10/2021 10:05 +08:00","PLX0188160010046016","On Delivery","PERTH","",""
