ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188494","","89469","08/11/2021 08:01 +11:00","PLX1884940030044560","Depot In","BRISBANE","",""
"PLX188053","","89323","08/11/2021 08:00 +11:00","PLX1880530030044116","Depot In","BRISBANE","",""
"PLX188049","","89320","08/11/2021 08:01 +11:00","PLX1880490020044405","Depot In","BRISBANE","",""
"PLX188049","","89320","08/11/2021 08:02 +11:00","PLX1880490040044405","Depot In","BRISBANE","",""
"PLX188062","","89329","08/11/2021 08:01 +11:00","PLX1880620030044358","Depot In","BRISBANE","",""
"PLX019149","f5dcef45-1a8a-42be-96ed-c350ebae4ed4","89170","08/11/2021 08:01 +11:00","PLX0191490030044165","Depot In","BRISBANE","",""
"PLX188053","","89323","08/11/2021 08:02 +11:00","PLX1880530040044116","Depot In","BRISBANE","",""
"PLX188049","","89320","08/11/2021 08:01 +11:00","PLX1880490030044405","Depot In","BRISBANE","",""
"PLX019149","f5dcef45-1a8a-42be-96ed-c350ebae4ed4","89170","08/11/2021 08:02 +11:00","PLX0191490040044165","Depot In","BRISBANE","",""
"PLX188494","","89469","08/11/2021 08:02 +11:00","PLX1884940020044560","Depot In","BRISBANE","",""
"PLX188053","","89323","08/11/2021 08:00 +11:00","PLX1880530020044116","Depot In","BRISBANE","",""
"PLX188270","","89386","08/11/2021 08:00 +11:00","PLX1882700020044179","Depot In","BRISBANE","",""
