ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019064","d8c10e2a-19ea-4742-9ecb-8ac5c38d2630","88211","20/10/2021 09:14 +11:00","PLX0190640050082316","On Delivery","NEWCASTLE","",""
"PLX019064","d8c10e2a-19ea-4742-9ecb-8ac5c38d2630","88211","20/10/2021 09:15 +11:00","PLX0190640030082316","On Delivery","NEWCASTLE","",""
"PLX019064","d8c10e2a-19ea-4742-9ecb-8ac5c38d2630","88211","20/10/2021 09:15 +11:00","PLX0190640070082316","On Delivery","NEWCASTLE","",""
"PLX019064","d8c10e2a-19ea-4742-9ecb-8ac5c38d2630","88211","20/10/2021 09:16 +11:00","PLX0190640060082316","On Delivery","NEWCASTLE","",""
"PLX019064","d8c10e2a-19ea-4742-9ecb-8ac5c38d2630","88211","20/10/2021 09:25 +11:00","PLX0190640020082316","On Delivery","NEWCASTLE","",""
"PLX019064","d8c10e2a-19ea-4742-9ecb-8ac5c38d2630","88211","20/10/2021 09:26 +11:00","PLX0190640010082316","On Delivery","NEWCASTLE","",""
"DME186237","","3411352","20/10/2021 08:57 +11:00","DME1862370010013172","On Delivery","MELBOURNE","",""
"AA183638","","","20/10/2021 08:58 +11:00","AA1836380010013172","On Delivery","MELBOURNE","",""
"DME186247","","1382300","20/10/2021 09:29 +11:00","DME1862470010013172","On Delivery","MELBOURNE","",""
"DME186242","","336048","20/10/2021 09:30 +11:00","DME1862420010013172","On Delivery","MELBOURNE","",""
"DME186226","","9454253","20/10/2021 09:35 +11:00","DME1862260010013172","On Delivery","MELBOURNE","",""
"DME186245","","6645804, 6647557","20/10/2021 09:57 +11:00","DME1862450020023172","On Delivery","MELBOURNE","",""
"DME186245","","6645804, 6647557","20/10/2021 09:58 +11:00","DME1862450010023172","On Delivery","MELBOURNE","",""
