ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187021","","88827","29/10/2021 17:50 +11:00","PLX1870210030044031","Depot In","SYDNEY","",""
"PLX187651","","89253","29/10/2021 17:50 +11:00","PLX1876510060065125","Depot In","SYDNEY","",""
"PLX187643","","89234","29/10/2021 17:50 +11:00","PLX1876430040066171","Depot In","SYDNEY","",""
"PLX187651","","89253","29/10/2021 17:50 +11:00","PLX1876510050065125","Depot In","SYDNEY","",""
"PLX187672","","89257","29/10/2021 17:50 +11:00","PLX1876720040042450","Depot In","SYDNEY","",""
"PLX187645","","89242","29/10/2021 17:50 +11:00","PLX1876450060064124","Depot In","SYDNEY","",""
"PLX187130","","89016","29/10/2021 17:50 +11:00","PLX1871300030044553","Depot In","SYDNEY","",""
"PLX019132","3cf87fd6-5dd4-4948-bb15-89b3b55bfc67","88955","29/10/2021 17:51 +11:00","PLX0191320010022747","Depot In","SYDNEY","",""
"PLX019134","db733cc4-6dcb-4f7c-9eb7-d1e8492d5fbf","89244","29/10/2021 17:51 +11:00","PLX0191340010022484","Depot In","SYDNEY","",""
"PLX187638","","89239","29/10/2021 17:51 +11:00","PLX1876380060062444","Depot In","SYDNEY","",""
"PLX187643","","89234","29/10/2021 17:51 +11:00","PLX1876430050066171","Depot In","SYDNEY","",""
"PLX019127","cc37f252-9d40-4eda-b8ec-7b0c104505fb","89007","29/10/2021 17:51 +11:00","PLX0191270050073163","Depot In","SYDNEY","",""
"PLX187148","","89002","29/10/2021 17:51 +11:00","PLX1871480010013217","Depot In","SYDNEY","",""
"PLX187640","","89241","29/10/2021 17:51 +11:00","PLX1876400050062360","Depot In","SYDNEY","",""
"PLX187009","","88983","29/10/2021 17:50 +11:00","PLX1870090010033064","Depot In","SYDNEY","",""
"PLX187638","","89239","29/10/2021 17:52 +11:00","PLX1876380050062444","Depot In","SYDNEY","",""
"PLX187630","","89236","29/10/2021 17:51 +11:00","PLX1876300060066450","Depot In","SYDNEY","",""
"PLX187630","","89236","29/10/2021 17:52 +11:00","PLX1876300050066450","Depot In","SYDNEY","",""
"PLX187655","","89252","29/10/2021 17:51 +11:00","PLX1876550020043089","Depot In","SYDNEY","",""
"PLX187630","","89236","29/10/2021 17:52 +11:00","PLX1876300040066450","Depot In","SYDNEY","",""
"PLX187645","","89242","29/10/2021 17:52 +11:00","PLX1876450050064124","Depot In","SYDNEY","",""
"PLX187474","","88977","29/10/2021 17:51 +11:00","PLX1874740030042062","Depot In","SYDNEY","",""
"PLX187636","","89238","29/10/2021 17:51 +11:00","PLX1876360060062630","Depot In","SYDNEY","",""
"PLX187632","","89237","29/10/2021 17:51 +11:00","PLX1876320060062420","Depot In","SYDNEY","",""
"PLX187640","","89241","29/10/2021 17:52 +11:00","PLX1876400060062360","Depot In","SYDNEY","",""
"PLX187300","","88822","29/10/2021 17:52 +11:00","PLX1873000030043767","Depot In","SYDNEY","",""
"PLX187106","","88998","29/10/2021 17:52 +11:00","PLX1871060010013175","Depot In","SYDNEY","",""
"PLX187632","","89237","29/10/2021 17:52 +11:00","PLX1876320050062420","Depot In","SYDNEY","",""
"PLX187636","","89238","29/10/2021 17:52 +11:00","PLX1876360040062630","Depot In","SYDNEY","",""
"PLX187115","","89001","29/10/2021 17:51 +11:00","PLX1871150010013217","Depot In","SYDNEY","",""
"PLX187639","","89240","29/10/2021 17:51 +11:00","PLX1876390050064670","Depot In","SYDNEY","",""
"PLX019134","db733cc4-6dcb-4f7c-9eb7-d1e8492d5fbf","89244","29/10/2021 17:52 +11:00","PLX0191340020022484","Depot In","SYDNEY","",""
"PLX187638","","89239","29/10/2021 17:52 +11:00","PLX1876380040062444","Depot In","SYDNEY","",""
"PLX187639","","89240","29/10/2021 17:53 +11:00","PLX1876390040064670","Depot In","SYDNEY","",""
"PLX187300","","88822","29/10/2021 17:51 +11:00","PLX1873000010043767","Depot In","SYDNEY","",""
"PLX187632","","89237","29/10/2021 17:52 +11:00","PLX1876320040062420","Depot In","SYDNEY","",""
"PLX187639","","89240","29/10/2021 17:52 +11:00","PLX1876390060064670","Depot In","SYDNEY","",""
"PLX187636","","89238","29/10/2021 17:52 +11:00","PLX1876360050062630","Depot In","SYDNEY","",""
"PLX187300","","88822","29/10/2021 17:52 +11:00","PLX1873000020043767","Depot In","SYDNEY","",""
"PLX019132","3cf87fd6-5dd4-4948-bb15-89b3b55bfc67","88955","29/10/2021 17:53 +11:00","PLX0191320020022747","Depot In","SYDNEY","",""
"PLX019137","eda337ff-e028-42ad-9847-90e8be2506e1","89255","29/10/2021 17:52 +11:00","PLX0191370010024817","Depot In","SYDNEY","",""
"PLX187640","","89241","29/10/2021 17:53 +11:00","PLX1876400040062360","Depot In","SYDNEY","",""
