ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX019211","df45faa4-82d9-4b5f-94bb-6283a063686c","90142","18/11/2021 09:05 +11:00","PickupReceived",""
"PLX019211","df45faa4-82d9-4b5f-94bb-6283a063686c","90142","18/11/2021 09:07 +11:00","Assigned",""
