ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019058","8673bc97-6531-433f-891a-47bd32e216c6","87718","19/10/2021 16:52 +11:00","PLX0190580010013169","Depot In","SYDNEY","",""
"PLX019009","4c34dfac-3d92-40ea-97a3-466c65ac9a47","88719","19/10/2021 16:52 +11:00","PLX0190090010012560","Depot In","SYDNEY","",""
"PLX019039","c921df9e-1786-483a-8a0c-3eee19974dbe","88152","19/10/2021 16:52 +11:00","PLX0190390010015251","Depot In","SYDNEY","",""
"PLX018957","8217e997-1ea9-4b13-8d91-81c56bd46238","88320","19/10/2021 16:52 +11:00","PLX0189570010046330","Depot In","SYDNEY","",""
"PLX019077","38c3035a-c151-41dd-99a3-2d101444e912","87868","19/10/2021 16:52 +11:00","PLX0190770040056062","Depot In","SYDNEY","",""
"PLX019075","f418587f-b8d4-44a0-a97d-f270d1446545","87699","19/10/2021 16:53 +11:00","PLX0190750010012749","Depot In","SYDNEY","",""
"PLX019038","de5e6fb6-83a7-4488-9260-a6ef3c0d1404","88151","19/10/2021 16:53 +11:00","PLX0190380010012234","Depot In","SYDNEY","",""
"PLX019048","6e7b8d3e-7887-4e74-a206-635bf753f692","88688","19/10/2021 16:51 +11:00","PLX0190480010013910","Depot In","SYDNEY","",""
"PLX019042","3cc7546a-d69d-4a66-a7c8-a920e6f29b88","88153","19/10/2021 16:51 +11:00","PLX0190420010013150","Depot In","SYDNEY","",""
"PLX019045","ef6d2473-d55e-4319-89ad-a87dc6ff367a","88158","19/10/2021 16:52 +11:00","PLX0190450010012750","Depot In","SYDNEY","",""
"PLX018991","2ade2876-bd83-4226-9af6-583485a57554","88725","19/10/2021 16:52 +11:00","PLX0189910040042827","Depot In","SYDNEY","",""
"PLX019062","5db3cdec-5272-48c7-a424-c2c931bd3503","88854","19/10/2021 16:52 +11:00","PLX0190620010016062","Depot In","SYDNEY","",""
"PLX019068","43ec0a26-584d-4c4b-a12d-7ae44b3faf2f","88081","19/10/2021 16:52 +11:00","PLX0190680010014350","Depot In","SYDNEY","",""
