ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX189641","","393503651002105528, 393503651002105535","17/11/2021 16:23 +11:00","InDepot",""
"PLX188740","","89507","17/11/2021 16:24 +11:00","InDepot",""
