ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019157","a5bb29d9-4532-417a-8201-be869664b757","88958","09/11/2021 00:11 +11:00","PLX0191570090092484","Depot In","SYDNEY","",""
"PLX019157","a5bb29d9-4532-417a-8201-be869664b757","88958","09/11/2021 00:14 +11:00","PLX0191570030092484","Depot In","SYDNEY","",""
"PLX188492","","88971","09/11/2021 00:12 +11:00","PLX1884920020032230","Depot In","SYDNEY","",""
"PLX188232","","88015","09/11/2021 00:13 +11:00","PLX1882320040093941","Depot In","SYDNEY","",""
"PLX019157","a5bb29d9-4532-417a-8201-be869664b757","88958","09/11/2021 00:13 +11:00","PLX0191570010092484","Depot In","SYDNEY","",""
"PLX188232","","88015","09/11/2021 00:14 +11:00","PLX1882320070093941","Depot In","SYDNEY","",""
"PLX188493","","89333","09/11/2021 00:14 +11:00","PLX1884930010014228","Depot In","SYDNEY","",""
"PLX188232","","88015","09/11/2021 00:13 +11:00","PLX1882320010093941","Depot In","SYDNEY","",""
"PLX019157","a5bb29d9-4532-417a-8201-be869664b757","88958","09/11/2021 00:13 +11:00","PLX0191570070092484","Depot In","SYDNEY","",""
"PLX188492","","88971","09/11/2021 00:12 +11:00","PLX1884920010032230","Depot In","SYDNEY","",""
"PLX019156","53c3a764-321f-4e91-b17b-19be7f3a40ae","88189","09/11/2021 00:13 +11:00","PLX0191560020032573","Depot In","SYDNEY","",""
"PLX019157","a5bb29d9-4532-417a-8201-be869664b757","88958","09/11/2021 00:11 +11:00","PLX0191570040092484","Depot In","SYDNEY","",""
