ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187625","","89235","03/11/2021 20:40 +10:00","PLX1876250030084405","On Delivery","BRISBANE","",""
"PLX187625","","89235","03/11/2021 20:40 +10:00","PLX1876250030084405","On Delivery","BRISBANE","",""
"PLX187625","","89235","03/11/2021 20:41 +10:00","PLX1876250040084405","On Delivery","BRISBANE","",""
"PLX187625","","89235","03/11/2021 20:41 +10:00","PLX1876250070084405","On Delivery","BRISBANE","",""
"PLX187625","","89235","03/11/2021 20:42 +10:00","PLX1876250080084405","On Delivery","BRISBANE","",""
"PLX186952","","88957","03/11/2021 20:42 +10:00","PLX1869520080084405","On Delivery","BRISBANE","",""
"PLX186952","","88957","03/11/2021 20:42 +10:00","PLX1869520080084405","On Delivery","BRISBANE","",""
"PLX187625","","89235","03/11/2021 20:43 +10:00","PLX1876250060084405","On Delivery","BRISBANE","",""
"PLX186952","","88957","03/11/2021 20:43 +10:00","PLX1869520040084405","On Delivery","BRISBANE","",""
"PLX186952","","88957","03/11/2021 20:44 +10:00","PLX1869520070084405","On Delivery","BRISBANE","",""
"PLX186952","","88957","03/11/2021 20:44 +10:00","PLX1869520020084405","On Delivery","BRISBANE","",""
"PLX187625","","89235","03/11/2021 20:45 +10:00","PLX1876250020084405","On Delivery","BRISBANE","",""
"PLX186952","","88957","03/11/2021 20:45 +10:00","PLX1869520060084405","On Delivery","BRISBANE","",""
"PLX186952","","88957","03/11/2021 20:45 +10:00","PLX1869520050084405","On Delivery","BRISBANE","",""
"PLX187625","","89235","03/11/2021 20:45 +10:00","PLX1876250050084405","On Delivery","BRISBANE","",""
"PLX186952","","88957","03/11/2021 20:46 +10:00","PLX1869520010084405","On Delivery","BRISBANE","",""
"PLX187625","","89235","03/11/2021 20:46 +10:00","PLX1876250010084405","On Delivery","BRISBANE","",""
"PLX186952","","88957","03/11/2021 20:47 +10:00","PLX1869520030084405","On Delivery","BRISBANE","",""
