ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188933","","89448","11/11/2021 17:45 +11:00","PLX1889330020022208","Depot In","SYDNEY","",""
"PLX188838","","89546","11/11/2021 17:45 +11:00","PLX1888380060064701","Depot In","SYDNEY","",""
"PLX189033","","89602","11/11/2021 17:45 +11:00","PLX1890330020022516","Depot In","SYDNEY","",""
"DME188976","","1037918","11/11/2021 17:45 +11:00","DME1889760020012136","Depot In","SYDNEY","",""
"DME189183","","","11/11/2021 17:45 +11:00","DME1891830010012570","Depot In","SYDNEY","",""
"PLX188836","","89545","11/11/2021 17:45 +11:00","PLX1888360050062430","Depot In","SYDNEY","",""
"DME189379","","","11/11/2021 17:45 +11:00","DME1893790010014068","Depot In","SYDNEY","",""
"PLX188847","","89554","11/11/2021 17:46 +11:00","PLX1888470030042261","Depot In","SYDNEY","",""
"PLX188836","","89545","11/11/2021 17:46 +11:00","PLX1888360060062430","Depot In","SYDNEY","",""
"PLX188847","","89554","11/11/2021 17:47 +11:00","PLX1888470020042261","Depot In","SYDNEY","",""
"PLX188839","","89547","11/11/2021 17:46 +11:00","PLX1888390050072162","Depot In","SYDNEY","",""
"PLX189060","","89621","11/11/2021 17:46 +11:00","PLX1890600010022165","Depot In","SYDNEY","",""
"PLX188836","","89545","11/11/2021 17:46 +11:00","PLX1888360010062430","Depot In","SYDNEY","",""
"PLX189016","","89520","11/11/2021 17:46 +11:00","PLX1890160050053575","Depot In","SYDNEY","",""
"PLX188838","","89546","11/11/2021 17:47 +11:00","PLX1888380030064701","Depot In","SYDNEY","",""
"PLX188839","","89547","11/11/2021 17:49 +11:00","PLX1888390020072162","Depot In","SYDNEY","",""
"PLX188932","","87537","11/11/2021 17:47 +11:00","PLX1889320020032146","Depot In","SYDNEY","",""
"PLX188841","","89462","11/11/2021 17:48 +11:00","PLX1888410040085041","Depot In","SYDNEY","",""
"PLX188835","","89544","11/11/2021 17:49 +11:00","PLX1888350010043805","Depot In","SYDNEY","",""
