ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019011","48c445e4-e956-433e-9a7d-c4d4b2fa3486","88785","20/10/2021 17:38 +11:00","PLX0190110040042487","Depot In","SYDNEY","",""
"PLX019006","7ad309d0-5715-41b6-9c1f-2506a13ff661","88174","20/10/2021 17:35 +11:00","PLX0190060020033173","Depot In","SYDNEY","",""
"PLX019020","ddc93b06-5aed-46d3-aca7-b5a1b2c11ac9","88796","20/10/2021 17:36 +11:00","PLX0190200010013971","Depot In","SYDNEY","",""
"PLX018992","b11ec053-cbc7-4ba1-a5a7-4c4742f16acf","88756","20/10/2021 17:36 +11:00","PLX0189920030053146","Depot In","SYDNEY","",""
"PLX019026","ced8cc9a-2730-4703-ba0c-780e88bb65b6","88802","20/10/2021 17:36 +11:00","PLX0190260020043840","Depot In","SYDNEY","",""
"PLX019088","c69a0cb4-4ef4-4615-8dc3-56f1883cd3fb","88896","20/10/2021 17:35 +11:00","PLX0190880010013012","Depot In","SYDNEY","",""
"PLX019080","28e65020-edd1-4998-877e-faa11b1fe6ad","88806","20/10/2021 17:35 +11:00","PLX0190800030072773","Depot In","SYDNEY","",""
"PLX018719","11784255-0ce9-4603-a719-bfe9af4e00ad","87932","20/10/2021 17:35 +11:00","PLX0187190010012333","Depot In","SYDNEY","",""
"PLX019043","06a306ac-271e-4852-8eab-f39bb71823b8","88154","20/10/2021 17:35 +11:00","PLX0190430020023082","Depot In","SYDNEY","",""
"PLX019037","cacd9a96-746c-4ef1-835f-71fbce3ae094","88841","20/10/2021 17:35 +11:00","PLX0190370020022357","Depot In","SYDNEY","",""
"PLX019017","29dccfe7-96ec-4ca6-a44d-cb428c8ba31b","88792","20/10/2021 17:35 +11:00","PLX0190170020036156","Depot In","SYDNEY","",""
"PLX018938","82ad0787-024e-453c-a59c-fd0301a64813","88275","20/10/2021 17:35 +11:00","PLX0189380040045097","Depot In","SYDNEY","",""
"PLX019017","29dccfe7-96ec-4ca6-a44d-cb428c8ba31b","88792","20/10/2021 17:35 +11:00","PLX0190170030036156","Depot In","SYDNEY","",""
"PLX018976","b980fb80-69bb-4ed2-a773-515a32adf877","87959","20/10/2021 17:36 +11:00","PLX0189760010012330","Depot In","SYDNEY","",""
"PLX019063","fa4b6f40-f8cc-4e8a-9158-0bccf23572fc","88210","20/10/2021 17:35 +11:00","PLX0190630050076020","Depot In","SYDNEY","",""
"PLX018997","f363dfa5-fc40-4854-84a1-e8c345bf5305","88761","20/10/2021 17:39 +11:00","PLX0189970010014172","Depot In","SYDNEY","",""
"PLX018988","4d1969d0-640a-48ca-9cc3-e0d14a37f463","88324","20/10/2021 17:35 +11:00","PLX0189880040044575","Depot In","SYDNEY","",""
"PLX019084","251a2435-e8e6-485f-a7dc-68cab6427e1c","88692","20/10/2021 17:35 +11:00","PLX0190840030033931","Depot In","SYDNEY","",""
"PLX019090","833a0971-193d-42a5-9e24-7c8ff9876b31","87821","20/10/2021 17:35 +11:00","PLX0190900010043135","Depot In","SYDNEY","",""
"PLX019067","dce9402e-b9d6-4bc0-92a0-1d78d2edf13e","87749","20/10/2021 17:35 +11:00","PLX0190670050073032","Depot In","SYDNEY","",""
"PLX018995","9ce06b4f-f132-4de2-beb1-0586acd1c0b7","88759","20/10/2021 17:38 +11:00","PLX0189950010043350","Depot In","SYDNEY","",""
