ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189252","","393503651002100387, 393503651002100356, 393503651002100370, 393503651002100363, 393503651002100400,","15/11/2021 19:34 +11:00","PLX1892520030093564","Depot In","SYDNEY","",""
"PLX189252","","393503651002100387, 393503651002100356, 393503651002100370, 393503651002100363, 393503651002100400,","15/11/2021 19:32 +11:00","PLX1892520040093564","Depot In","SYDNEY","",""
"PLX019175","e55d1d13-69fa-45bf-8bd1-91c60a0d9b4f","89716","15/11/2021 19:34 +11:00","PLX0191750020023555","Depot In","SYDNEY","",""
"PLX189252","","393503651002100387, 393503651002100356, 393503651002100370, 393503651002100363, 393503651002100400,","15/11/2021 19:34 +11:00","PLX1892520090093564","Depot In","SYDNEY","",""
"PLX189251","","393503651002100738, 393503651002100721, 393503651002100769, 393503651002100776, 393503651002100745,","15/11/2021 19:31 +11:00","PLX1892510020083324","Depot In","SYDNEY","",""
"PLX189454","","393503651002102558, 393503651002102541, 393503651002102510, 393503651002102503, 393503651002102534,","15/11/2021 19:33 +11:00","PLX1894540010062482","Depot In","SYDNEY","",""
"PLX189059","","393503651002100417","15/11/2021 19:33 +11:00","PLX1890590010015108","Depot In","SYDNEY","",""
"PLX189511","","393503651002107379, 393503651002107393, 393503651002107386, 393503651002107409","15/11/2021 19:31 +11:00","PLX1895110010043977","Depot In","SYDNEY","",""
"PLX019181","24534c3e-00d4-443e-9c31-5c486fb3d0cb","87779","15/11/2021 19:34 +11:00","PLX0191810010033160","Depot In","SYDNEY","",""
"PLX189251","","393503651002100738, 393503651002100721, 393503651002100769, 393503651002100776, 393503651002100745,","15/11/2021 19:33 +11:00","PLX1892510080083324","Depot In","SYDNEY","",""
"PLX189252","","393503651002100387, 393503651002100356, 393503651002100370, 393503651002100363, 393503651002100400,","15/11/2021 19:34 +11:00","PLX1892520020093564","Depot In","SYDNEY","",""
"PLX189454","","393503651002102558, 393503651002102541, 393503651002102510, 393503651002102503, 393503651002102534,","15/11/2021 19:31 +11:00","PLX1894540060062482","Depot In","SYDNEY","",""
"PLX019181","24534c3e-00d4-443e-9c31-5c486fb3d0cb","87779","15/11/2021 19:34 +11:00","PLX0191810030033160","Depot In","SYDNEY","",""
"PLX189252","","393503651002100387, 393503651002100356, 393503651002100370, 393503651002100363, 393503651002100400,","15/11/2021 19:34 +11:00","PLX1892520080093564","Depot In","SYDNEY","",""
"PLX189252","","393503651002100387, 393503651002100356, 393503651002100370, 393503651002100363, 393503651002100400,","15/11/2021 19:33 +11:00","PLX1892520010093564","Depot In","SYDNEY","",""
"PLX189595","","393503651002102565, 393503651002100592, 393503651002100578, 393503651002100554, 393503651002100585,","15/11/2021 19:31 +11:00","PLX1895950050062570","Depot In","SYDNEY","",""
"PLX189229","","393503651002084656, 393503651002084649, 393503651002084632","15/11/2021 19:33 +11:00","PLX1892290030032337","Depot In","SYDNEY","",""
"PLX189449","","393503651002102626, 393503651002102602, 393503651002102589, 393503651002102619, 393503651002102640,","15/11/2021 19:33 +11:00","PLX1894490050076065","Depot In","SYDNEY","",""
"PLX189601","","393503651002096178, 393503651002096192, 393503651002096222, 393503651002096215, 393503651002096208,","15/11/2021 19:31 +11:00","PLX1896010010092206","Depot In","SYDNEY","",""
"PLX189455","","393503651002102787, 393503651002102800, 393503651002102794","15/11/2021 19:34 +11:00","PLX1894550010034818","Depot In","SYDNEY","",""
