ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188063","","89331","08/11/2021 15:06 +11:00","PLX1880630010074344","Reserved 15","SYDNEY","",""
"PLX187863","","88291","08/11/2021 15:06 +11:00","PLX1878630010092582","Reserved 15","SYDNEY","",""
"PLX188060","","89327","08/11/2021 15:06 +11:00","PLX1880600040072259","Reserved 15","SYDNEY","",""
"PLX187821","","89269","08/11/2021 15:06 +11:00","PLX1878210040043992","Reserved 15","SYDNEY","",""
"PLX188208","","89364","08/11/2021 15:06 +11:00","PLX1882080020022303","Reserved 15","SYDNEY","",""
"PLX188271","","89387","08/11/2021 15:06 +11:00","PLX1882710020022533","Reserved 15","SYDNEY","",""
"PLX188198","","89353","08/11/2021 15:07 +11:00","PLX1881980020022080","Reserved 15","SYDNEY","",""
"PLX188230","","89410","08/11/2021 15:07 +11:00","PLX1882300020025351","Reserved 15","SYDNEY","",""
"PLX187828","","89272","08/11/2021 15:07 +11:00","PLX1878280080085152","Reserved 15","SYDNEY","",""
"PLX187821","","89269","08/11/2021 15:07 +11:00","PLX1878210030043992","Reserved 15","SYDNEY","",""
"PLX187838","","89282","08/11/2021 15:07 +11:00","PLX1878380010022880","Reserved 15","SYDNEY","",""
