ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188222","","89401","12/11/2021 18:59 +08:00","PLX1882220030066169","Depot In","PERTH","",""
"PLX188222","","89401","12/11/2021 18:59 +08:00","PLX1882220010066169","Depot In","PERTH","",""
"PLX188222","","89401","12/11/2021 18:59 +08:00","PLX1882220040066169","Depot In","PERTH","",""
"PLX188222","","89401","12/11/2021 18:59 +08:00","PLX1882220020066169","Depot In","PERTH","",""
"PLX188222","","89401","12/11/2021 18:59 +08:00","PLX1882220050066169","Depot In","PERTH","",""
"PLX188222","","89401","12/11/2021 18:59 +08:00","PLX1882220060066169","Depot In","PERTH","",""
"PLX189077","","393503651002104712, 393503651002104705","12/11/2021 18:53 +11:00","PLX1890770010022640","Depot In","SYDNEY","",""
"PLX189072","","393503651002099742, 393503651002099759","12/11/2021 18:53 +11:00","PLX1890720020022257","Depot In","SYDNEY","",""
"PLX189079","","393503651002104682, 393503651002104699","12/11/2021 18:54 +11:00","PLX1890790010022430","Depot In","SYDNEY","",""
"PLX019188","f1bb7f71-0031-4518-8753-f1f126fe7125","89481","12/11/2021 18:54 +11:00","PLX0191880020063213","Depot In","SYDNEY","",""
"PLX189076","","393503651002104750, 393503651002104743, 393503651002104729, 393503651002104736","12/11/2021 18:53 +11:00","PLX1890760020046532","Depot In","SYDNEY","",""
"PLX189077","","393503651002104712, 393503651002104705","12/11/2021 18:53 +11:00","PLX1890770020022640","Depot In","SYDNEY","",""
"PLX189073","68522","393503651002099728, 393503651002099735","12/11/2021 18:53 +11:00","PLX1890730020024227","Depot In","SYDNEY","",""
"PLX019188","f1bb7f71-0031-4518-8753-f1f126fe7125","89481","12/11/2021 18:54 +11:00","PLX0191880040063213","Depot In","SYDNEY","",""
"PLX189079","","393503651002104682, 393503651002104699","12/11/2021 18:54 +11:00","PLX1890790020022430","Depot In","SYDNEY","",""
"PLX189043","","393503651002099551, 393503651002099544, 393503651002099537, 393503651002099711, 393503651002099704,","12/11/2021 18:54 +11:00","PLX1890430020076110","Depot In","SYDNEY","",""
"PLX189237","","393277552007026239","12/11/2021 18:54 +11:00","PLX1892370010015700","Depot In","SYDNEY","",""
