ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187004","","88970","28/10/2021 16:28 +11:00","PLX1870040050074069","Depot In","SYDNEY","",""
"PLX019130","ead23e87-3109-4346-ac8b-b941c8896af4","89037","28/10/2021 16:31 +11:00","PLX0191300030032615","Depot In","SYDNEY","",""
"PLX187314","","89045","28/10/2021 16:31 +11:00","PLX1873140010062323","Depot In","SYDNEY","",""
"PLX187004","","88970","28/10/2021 16:28 +11:00","PLX1870040010074069","Depot In","SYDNEY","",""
"PLX019108","951cd15d-377b-4fd6-9568-65b698a5b2ea","88905","28/10/2021 16:29 +11:00","PLX0191080040047305","Depot In","SYDNEY","",""
"PLX019108","951cd15d-377b-4fd6-9568-65b698a5b2ea","88905","28/10/2021 16:28 +11:00","PLX0191080020047305","Depot In","SYDNEY","",""
"PLX186963","66085","88909","28/10/2021 16:29 +11:00","PLX1869630050074213","Depot In","SYDNEY","",""
"PLX019113","7f8fc880-9440-49a9-a79e-c01131eaefdd","88858","28/10/2021 16:31 +11:00","PLX0191130020073023","Depot In","SYDNEY","",""
"PLX186955","","88942","28/10/2021 16:29 +11:00","PLX1869550010072747","Depot In","SYDNEY","",""
"PLX187315","","89046","28/10/2021 16:31 +11:00","PLX1873150020022787","Depot In","SYDNEY","",""
"PLX186963","66085","88909","28/10/2021 16:27 +11:00","PLX1869630010074213","Depot In","SYDNEY","",""
"PLX186955","","88942","28/10/2021 16:29 +11:00","PLX1869550070072747","Depot In","SYDNEY","",""
"PLX186955","","88942","28/10/2021 16:29 +11:00","PLX1869550020072747","Depot In","SYDNEY","",""
"PLX187019","","88996","28/10/2021 16:31 +11:00","PLX1870190020022340","Depot In","SYDNEY","",""
"PLX186963","66085","88909","28/10/2021 16:29 +11:00","PLX1869630070074213","Depot In","SYDNEY","",""
"PLX186959","","88200","28/10/2021 16:29 +11:00","PLX1869590040073616","Depot In","SYDNEY","",""
"PLX186953","","88938","28/10/2021 16:31 +11:00","PLX1869530020043337","Depot In","SYDNEY","",""
"PLX187004","","88970","28/10/2021 16:29 +11:00","PLX1870040070074069","Depot In","SYDNEY","",""
"PLX186959","","88200","28/10/2021 16:28 +11:00","PLX1869590060073616","Depot In","SYDNEY","",""
"PLX187337","","89053","28/10/2021 16:31 +11:00","PLX1873370010023028","Depot In","SYDNEY","",""
"PLX187317","","89047","28/10/2021 16:32 +11:00","PLX1873170030042710","Depot In","SYDNEY","",""
