ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186776","","88817","25/10/2021 20:26 +11:00","PLX1867760070014503","Depot In","SYDNEY","",""
"PLX186758","","88864","25/10/2021 20:29 +11:00","PLX1867580050012577","Depot In","SYDNEY","",""
"PLX019100","8e1ec716-8ff4-4eee-8184-4177c2f1d948","88179","25/10/2021 20:26 +11:00","PLX0191000020073810","Depot In","SYDNEY","",""
"PLX186756","","88954","25/10/2021 20:24 +11:00","PLX1867560010013363","Depot In","SYDNEY","",""
"PLX186744","","88947","25/10/2021 20:27 +11:00","PLX1867440070013189","Depot In","SYDNEY","",""
"PLX186758","","88864","25/10/2021 20:26 +11:00","PLX1867580070012577","Depot In","SYDNEY","",""
"PLX018869","5f82e00f-011d-4c14-8dd7-db222b17de2d","88160","25/10/2021 20:29 +11:00","PLX0188690010016150","Depot In","SYDNEY","",""
"PLX019085","2d608514-63a5-4bda-8763-ee4fcf2e5a67","87458","25/10/2021 20:27 +11:00","PLX0190850010013505","Depot In","SYDNEY","",""
"PLX186744","","88947","25/10/2021 20:26 +11:00","PLX1867440030013189","Depot In","SYDNEY","",""
"PLX186760","","88865","25/10/2021 20:28 +11:00","PLX1867600010014503","Depot In","SYDNEY","",""
"PLX186449","","88816","25/10/2021 20:29 +11:00","PLX1864490010046164","Depot In","SYDNEY","",""
"PLX018872","d813bb0f-a28e-42d4-a713-8cbaa684971e","88163","25/10/2021 20:27 +11:00","PLX0188720010014280","Depot In","SYDNEY","",""
"PLX186744","","88947","25/10/2021 20:28 +11:00","PLX1867440010013189","Depot In","SYDNEY","",""
