ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX018953","b63e9065-ee07-4251-8a33-fc9d5d735af6","88315","18/10/2021 16:52 +11:00","PLX0189530050062303","Depot In","SYDNEY","",""
"PLX018953","b63e9065-ee07-4251-8a33-fc9d5d735af6","88315","18/10/2021 16:53 +11:00","PLX0189530020062303","Depot In","SYDNEY","",""
"PLX018964","8ccad15c-de4e-4879-bf96-cebb069eaafa","87677","18/10/2021 16:50 +11:00","PLX0189640070094305","Depot In","SYDNEY","",""
"PLX018964","8ccad15c-de4e-4879-bf96-cebb069eaafa","87677","18/10/2021 16:52 +11:00","PLX0189640090094305","Depot In","SYDNEY","",""
"PLX018953","b63e9065-ee07-4251-8a33-fc9d5d735af6","88315","18/10/2021 16:53 +11:00","PLX0189530040062303","Depot In","SYDNEY","",""
"PLX018964","8ccad15c-de4e-4879-bf96-cebb069eaafa","87677","18/10/2021 16:52 +11:00","PLX0189640010094305","Depot In","SYDNEY","",""
"PLX018952","586c880d-1800-4a64-870d-1130840ef49a","88314","18/10/2021 16:52 +11:00","PLX0189520010063280","Depot In","SYDNEY","",""
"PLX018952","586c880d-1800-4a64-870d-1130840ef49a","88314","18/10/2021 16:53 +11:00","PLX0189520030063280","Depot In","SYDNEY","",""
"PLX018953","b63e9065-ee07-4251-8a33-fc9d5d735af6","88315","18/10/2021 16:53 +11:00","PLX0189530030062303","Depot In","SYDNEY","",""
"PLX186109","","88717","18/10/2021 16:53 +11:00","PLX1861090010012777","Depot In","SYDNEY","",""
"PLX186109","","88717","18/10/2021 16:53 +11:00","PLX1861090030012777","Depot In","SYDNEY","",""
