ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019144","66792","89382","09/11/2021 00:20 +11:00","PLX0191440030044227","Depot In","SYDNEY","",""
"PLX019144","66792","89382","09/11/2021 00:20 +11:00","PLX0191440010044227","Depot In","SYDNEY","",""
"PLX188062","","89329","09/11/2021 00:20 +11:00","PLX1880620010044358","Depot In","SYDNEY","",""
"PLX019144","66792","89382","09/11/2021 00:20 +11:00","PLX0191440020044227","Depot In","SYDNEY","",""
"PLX187863","","88291","09/11/2021 00:22 +11:00","PLX1878630090092582","Depot In","SYDNEY","",""
"PLX188030","","89304","09/11/2021 00:20 +11:00","PLX1880300010093163","Depot In","SYDNEY","",""
"PLX187324","","89074","09/11/2021 00:22 +11:00","PLX1873240070072179","Depot In","SYDNEY","",""
"PLX188055","","89324","09/11/2021 00:22 +11:00","PLX1880550060073796","Depot In","SYDNEY","",""
"PLX188055","","89324","09/11/2021 00:22 +11:00","PLX1880550010073796","Depot In","SYDNEY","",""
"PLX187828","","89272","09/11/2021 00:22 +11:00","PLX1878280020085152","Depot In","SYDNEY","",""
"PLX187843","","89287","09/11/2021 00:22 +11:00","PLX1878430040076725","Depot In","SYDNEY","",""
"PLX188247","","89105","09/11/2021 00:21 +11:00","PLX1882470010072480","Depot In","SYDNEY","",""
"PLX188055","","89324","09/11/2021 00:22 +11:00","PLX1880550030073796","Depot In","SYDNEY","",""
"PLX188030","","89304","09/11/2021 00:20 +11:00","PLX1880300080093163","Depot In","SYDNEY","",""
"PLX187846","","89289","09/11/2021 00:22 +11:00","PLX1878460010072390","Depot In","SYDNEY","",""
"PLX186898","","88923","09/11/2021 00:22 +11:00","PLX1868980010072259","Depot In","SYDNEY","",""
"PLX188060","","89327","09/11/2021 00:22 +11:00","PLX1880600010072259","Depot In","SYDNEY","",""
