ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX018921","34cb1b43-c971-42a0-b1ca-30fb2835681a","88265","21/10/2021 09:34 +11:00","PLX0189210040063023","On Delivery","MELBOURNE","",""
"PLX018921","34cb1b43-c971-42a0-b1ca-30fb2835681a","88265","21/10/2021 09:34 +11:00","PLX0189210010063023","On Delivery","MELBOURNE","",""
"PLX018921","34cb1b43-c971-42a0-b1ca-30fb2835681a","88265","21/10/2021 09:34 +11:00","PLX0189210020063023","On Delivery","MELBOURNE","",""
"PLX018921","34cb1b43-c971-42a0-b1ca-30fb2835681a","88265","21/10/2021 09:35 +11:00","PLX0189210050063023","On Delivery","MELBOURNE","",""
"PLX018921","34cb1b43-c971-42a0-b1ca-30fb2835681a","88265","21/10/2021 09:35 +11:00","PLX0189210060063023","On Delivery","MELBOURNE","",""
"PLX018893","26d9a521-c65e-4ffb-99c1-08a6c8ce4c6c","88231","21/10/2021 08:33 +11:00","PLX0188930040043941","On Delivery","MELBOURNE","",""
"PLX018893","26d9a521-c65e-4ffb-99c1-08a6c8ce4c6c","88231","21/10/2021 08:33 +11:00","PLX0188930030043941","On Delivery","MELBOURNE","",""
"PLX018893","26d9a521-c65e-4ffb-99c1-08a6c8ce4c6c","88231","21/10/2021 08:47 +11:00","PLX0188930010043941","On Delivery","MELBOURNE","",""
"PLX018906","2f3c5a3b-f09c-439b-b0d9-c19c06d16f69","88246","21/10/2021 09:40 +11:00","PLX0189060010023910","On Delivery","MELBOURNE","",""
"PLX018906","2f3c5a3b-f09c-439b-b0d9-c19c06d16f69","88246","21/10/2021 09:40 +11:00","PLX0189060020023910","On Delivery","MELBOURNE","",""
