ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188932","","87537","12/11/2021 19:11 +11:00","PLX1889320030032146","Depot In","SYDNEY","",""
"PLX189075","","89567","12/11/2021 19:09 +11:00","PLX1890750030037030","Depot In","SYDNEY","",""
"PLX189049","","89610","12/11/2021 19:11 +11:00","PLX1890490010022590","Depot In","SYDNEY","",""
"PLX019168","b35b1874-8a19-4962-be9a-6a932a6ff424","89662","12/11/2021 19:11 +11:00","PLX0191680020022537","Depot In","SYDNEY","",""
"PLX188745","","89510","12/11/2021 19:12 +11:00","PLX1887450070072560","Depot In","SYDNEY","",""
"PLX188745","","89510","12/11/2021 19:12 +11:00","PLX1887450060072560","Depot In","SYDNEY","",""
"PLX189198","","89667","12/11/2021 19:12 +11:00","PLX1891980010023111","Depot In","SYDNEY","",""
"PLX188745","","89510","12/11/2021 19:11 +11:00","PLX1887450020072560","Depot In","SYDNEY","",""
"PLX188746","","89511","12/11/2021 19:11 +11:00","PLX1887460050062318","Depot In","SYDNEY","",""
"PLX189047","","89608","12/11/2021 19:12 +11:00","PLX1890470010023825","Depot In","SYDNEY","",""
"PLX189198","","89667","12/11/2021 19:12 +11:00","PLX1891980020023111","Depot In","SYDNEY","",""
"PLX188746","","89511","12/11/2021 19:12 +11:00","PLX1887460040062318","Depot In","SYDNEY","",""
"PLX189047","","89608","12/11/2021 19:12 +11:00","PLX1890470020023825","Depot In","SYDNEY","",""
"PLX189049","","89610","12/11/2021 19:12 +11:00","PLX1890490020022590","Depot In","SYDNEY","",""
