ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186736","","88879","22/10/2021 16:09 +11:00","PLX1867360070013429","Depot In","SYDNEY","",""
"PLX019034","32e820c0-4503-4aed-98c4-6ce8b2027a2f","88749","22/10/2021 16:10 +11:00","PLX0190340010023015","Depot In","SYDNEY","",""
"PLX019060","7543fe4a-b5eb-463c-8154-f5148ffb4b75","88812","22/10/2021 16:10 +11:00","PLX0190600010023820","Depot In","SYDNEY","",""
"PLX019102","dfc25d81-b29b-47c3-8621-2342942e3e20","87413","22/10/2021 16:11 +11:00","PLX0191020010013030","Depot In","SYDNEY","",""
"PLX019101","170820ab-fd67-4ff8-8285-05f754bd7fec","88082","22/10/2021 16:14 +11:00","PLX0191010070072079","Depot In","SYDNEY","",""
"PLX019096","f9a15556-106b-411b-a43c-2f6035ea5d62","88691","22/10/2021 16:13 +11:00","PLX0190960030042620","Depot In","SYDNEY","",""
"PLX019070","d9429563-747e-49c9-8ae1-09d2ea9a6c8d","87834","22/10/2021 16:14 +11:00","PLX0190700040055022","Depot In","SYDNEY","",""
"PLX186620","","88834","22/10/2021 16:13 +11:00","PLX1866200050013133","Depot In","SYDNEY","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","22/10/2021 16:11 +11:00","PLX0190470060113175","Depot In","SYDNEY","",""
"PLX019073","c5fbded8-3def-4048-bbc8-89231bbf5b89","87397","22/10/2021 16:13 +11:00","PLX0190730040052575","Depot In","SYDNEY","",""
