ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX189075","","89567","18/11/2021 08:48 +11:00","InDepot",""
"PLX189875","","393503651002106617","18/11/2021 08:48 +11:00","Assigned",""
