ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019188","f1bb7f71-0031-4518-8753-f1f126fe7125","89481","12/11/2021 18:41 +11:00","PLX0191880010063213","Depot In","SYDNEY","",""
"PLX189247","","393277552007026321, 393277552007026246","12/11/2021 18:44 +11:00","PLX1892470020024655","Depot In","SYDNEY","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","12/11/2021 18:44 +11:00","PLX1888480090094030","Depot In","SYDNEY","",""
"PLX189231","","393503651002086414, 393503651002086407, 393503651002086377, 393503651002099506, 393503651002099513,","12/11/2021 18:44 +11:00","PLX1892310070093352","Depot In","SYDNEY","",""
"PLX189231","","393503651002086414, 393503651002086407, 393503651002086377, 393503651002099506, 393503651002099513,","12/11/2021 18:44 +11:00","PLX1892310080093352","Depot In","SYDNEY","",""
"PLX189247","","393277552007026321, 393277552007026246","12/11/2021 18:44 +11:00","PLX1892470010024655","Depot In","SYDNEY","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","12/11/2021 18:44 +11:00","PLX1888480040094030","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 18:44 +11:00","PLX1890240060153156","Depot In","SYDNEY","",""
"PLX189051","","393503651002099773, 393503651002099766","12/11/2021 18:44 +11:00","PLX1890510020023188","Depot In","SYDNEY","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","12/11/2021 18:44 +11:00","PLX1888480080094030","Depot In","SYDNEY","",""
"PLX189231","","393503651002086414, 393503651002086407, 393503651002086377, 393503651002099506, 393503651002099513,","12/11/2021 18:44 +11:00","PLX1892310090093352","Depot In","SYDNEY","",""
"PLX189228","","393277552007026314, 393277552007026307","12/11/2021 18:44 +11:00","PLX1892280020022285","Depot In","SYDNEY","",""
