ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186899","","88924","09/11/2021 08:38 +10:30","PLX1868990010015109","On Delivery","ADELAIDE","",""
"PLX187651","","89253","09/11/2021 08:40 +10:30","PLX1876510030065125","On Delivery","ADELAIDE","",""
"PLX187651","","89253","09/11/2021 08:40 +10:30","PLX1876510050065125","On Delivery","ADELAIDE","",""
"PLX187651","","89253","09/11/2021 08:41 +10:30","PLX1876510060065125","On Delivery","ADELAIDE","",""
"PLX187651","","89253","09/11/2021 08:41 +10:30","PLX1876510020065125","On Delivery","ADELAIDE","",""
"PLX187509","","89168","09/11/2021 08:41 +10:30","PLX1875090040065125","On Delivery","ADELAIDE","",""
"PLX187509","","89168","09/11/2021 08:41 +10:30","PLX1875090060065125","On Delivery","ADELAIDE","",""
"PLX187509","","89168","09/11/2021 08:42 +10:30","PLX1875090030065125","On Delivery","ADELAIDE","",""
"PLX187651","","89253","09/11/2021 08:42 +10:30","PLX1876510040065125","On Delivery","ADELAIDE","",""
"PLX187509","","89168","09/11/2021 08:42 +10:30","PLX1875090020065125","On Delivery","ADELAIDE","",""
"PLX187651","","89253","09/11/2021 08:42 +10:30","PLX1876510010065125","On Delivery","ADELAIDE","",""
"PLX187509","","89168","09/11/2021 08:42 +10:30","PLX1875090010065125","On Delivery","ADELAIDE","",""
"PLX187509","","89168","09/11/2021 08:43 +10:30","PLX1875090050065125","On Delivery","ADELAIDE","",""
