ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"DME189681","","57195","17/11/2021 10:50 +11:00","DriverPickupAcknowledge",""
"PLX189514","","393503651002102312, 393503651002102329","17/11/2021 10:49 +11:00","Delivered",""
