ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX190065","","393503651002111130","18/11/2021 10:56 +11:00","Holding",""
"PLX019172","43f642bb-ee3b-4d90-8c76-6c5fe1018d9f","89666","18/11/2021 10:55 +11:00","Holding",""
