ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188427","","89436","15/11/2021 08:06 +11:00","PLX188427","On Delivery","Maryborough","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","15/11/2021 08:07 +11:00","PLX1888480060094030","Depot In","BRISBANE","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","15/11/2021 08:07 +11:00","PLX1888480040094030","Depot In","BRISBANE","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","15/11/2021 08:10 +11:00","PLX1888480020094030","Depot In","BRISBANE","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","15/11/2021 08:10 +11:00","PLX1888480080094030","Depot In","BRISBANE","",""
"PLX189246","","393255522002539513, 393255522002539520","15/11/2021 08:11 +11:00","PLX1892460020024129","Depot In","BRISBANE","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","15/11/2021 08:12 +11:00","PLX1888480030094030","Depot In","BRISBANE","",""
"PLX187687","","89081","15/11/2021 07:48 +10:00","PLX1876870070074350","On Delivery","BRISBANE","",""
"DME188976","","1037918","15/11/2021 08:08 +11:00","DME1889760020012136","On Delivery","SYDNEY","",""
"DME188976","","1037918","15/11/2021 08:09 +11:00","DME1889760010012136","On Delivery","SYDNEY","",""
"PLX189049","","89610","15/11/2021 08:25 +11:00","PLX1890490010022590","Depot In","Wagga Wagga","",""
