ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"DME189034","","22544","17/11/2021 13:21 +11:00","Delivered",""
"PLX189632","","393503651002108000, 393503651002108017","17/11/2021 13:22 +11:00","Delivered",""
