ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186899","","88924","04/11/2021 07:37 +11:00","PLX1868990010015109","Depot In","ADELAIDE","",""
"PLX187691","","89179","04/11/2021 07:37 +11:00","PLX1876910010025049","Depot In","ADELAIDE","",""
"PLX187832","","89278","04/11/2021 07:37 +11:00","PLX1878320020022711","Depot In","ADELAIDE","",""
"PLX187509","","89168","04/11/2021 07:37 +11:00","PLX1875090040065125","Depot In","ADELAIDE","",""
"PLX187330","","89066","04/11/2021 07:37 +11:00","PLX1873300010025290","Depot In","ADELAIDE","",""
"PLX187829","","89275","04/11/2021 07:37 +11:00","PLX1878290020025047","Depot In","ADELAIDE","",""
"PLX187330","","89066","04/11/2021 07:37 +11:00","PLX1873300020025290","Depot In","ADELAIDE","",""
"PLX187829","","89275","04/11/2021 07:37 +11:00","PLX1878290010025047","Depot In","ADELAIDE","",""
"PLX187691","","89179","04/11/2021 07:37 +11:00","PLX1876910020025049","Depot In","ADELAIDE","",""
"PLX187642","","89232","04/11/2021 07:37 +11:00","PLX1876420040065042","Depot In","ADELAIDE","",""
