ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX018916","a0ddd101-4bc5-4eaa-b1a6-af0dcad5da68","88258","14/10/2021 15:05 +11:00","PLX0189160030042530","Depot In","SYDNEY","",""
"PLX018910","dd6f5672-27ba-4f99-8b64-bedeb84d023e","88249","14/10/2021 15:04 +11:00","PLX0189100030045041","Depot In","SYDNEY","",""
"PLX018896","dabbf029-db3f-4abf-87ee-fd40d6b3df27","88233","14/10/2021 15:05 +11:00","PLX0188960010044740","Depot In","SYDNEY","",""
"PLX018868","40a76f8b-3888-4f9c-8213-e94eefef20f1","88159","14/10/2021 15:06 +11:00","PLX0188680010016169","Depot In","SYDNEY","",""
"PLX018813","3f090ea8-90bf-4391-8731-3db98a713aec","88090","14/10/2021 15:06 +11:00","PLX0188130040062615","Depot In","SYDNEY","",""
"PLX018823","26d24618-f763-4426-9203-59ced7851a5b","88111","14/10/2021 15:05 +11:00","PLX0188230030062785","Depot In","SYDNEY","",""
"PLX018893","26d9a521-c65e-4ffb-99c1-08a6c8ce4c6c","88231","14/10/2021 15:05 +11:00","PLX0188930010043941","Depot In","SYDNEY","",""
"PLX018813","3f090ea8-90bf-4391-8731-3db98a713aec","88090","14/10/2021 15:06 +11:00","PLX0188130030062615","Depot In","SYDNEY","",""
"PLX018813","3f090ea8-90bf-4391-8731-3db98a713aec","88090","14/10/2021 15:07 +11:00","PLX0188130060062615","Depot In","SYDNEY","",""
"PLX018891","75176387-98e3-4627-8bc8-aa9315270366","88229","14/10/2021 15:07 +11:00","PLX0188910010013199","Depot In","SYDNEY","",""
"PLX018924","2e7a5224-14de-40a7-9cf0-e8c31260c6e3","88271","14/10/2021 15:08 +11:00","PLX0189240010013629","Depot In","SYDNEY","",""
"PLX018823","26d24618-f763-4426-9203-59ced7851a5b","88111","14/10/2021 15:05 +11:00","PLX0188230040062785","Depot In","SYDNEY","",""
"PLX018813","3f090ea8-90bf-4391-8731-3db98a713aec","88090","14/10/2021 15:06 +11:00","PLX0188130020062615","Depot In","SYDNEY","",""
"PLX018813","3f090ea8-90bf-4391-8731-3db98a713aec","88090","14/10/2021 15:07 +11:00","PLX0188130050062615","Depot In","SYDNEY","",""
"PLX018925","e6140178-706b-4ec8-868d-a148f303d31d","88272","14/10/2021 15:08 +11:00","PLX0189250010012298","Depot In","SYDNEY","",""
"PLX018843","b4addc31-0678-43b0-96f3-deed632c2aaa","88171","14/10/2021 15:07 +11:00","PLX0188430030033805","Depot In","SYDNEY","",""
"PLX018796","845ffef3-8ae6-4907-bf43-8dc64a79951d","88083","14/10/2021 15:06 +11:00","PLX0187960010012324","Depot In","SYDNEY","",""
"PLX018888","9c076086-2be0-4479-9cc6-62cc8992abb1","88221","14/10/2021 15:07 +11:00","PLX0188880010012156","Depot In","SYDNEY","",""
"PLX018911","8bf11fc3-5891-4303-ba0a-bd3e99cde158","88250","14/10/2021 15:05 +11:00","PLX0189110030043214","Depot In","SYDNEY","",""
"PLX018783","21f2ff39-5850-4b26-94d1-8da8accffb4e","88042","14/10/2021 15:05 +11:00","PLX0187830010043088","Depot In","SYDNEY","",""
"PLX018813","3f090ea8-90bf-4391-8731-3db98a713aec","88090","14/10/2021 15:07 +11:00","PLX0188130010062615","Depot In","SYDNEY","",""
"PLX018843","b4addc31-0678-43b0-96f3-deed632c2aaa","88171","14/10/2021 15:06 +11:00","PLX0188430020033805","Depot In","SYDNEY","",""
