ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189606","","393503651002107270, 393503651002107263, 393503651002107225, 393503651002107249, 393503651002107232,","15/11/2021 19:47 +11:00","PLX1896060050066059","Depot In","SYDNEY","",""
"PLX189595","","393503651002102565, 393503651002100592, 393503651002100578, 393503651002100554, 393503651002100585,","15/11/2021 19:46 +11:00","PLX1895950010062570","Depot In","SYDNEY","",""
"PLX189454","","393503651002102558, 393503651002102541, 393503651002102510, 393503651002102503, 393503651002102534,","15/11/2021 19:47 +11:00","PLX1894540030062482","Depot In","SYDNEY","",""
"PLX189511","","393503651002107379, 393503651002107393, 393503651002107386, 393503651002107409","15/11/2021 19:47 +11:00","PLX1895110030043977","Depot In","SYDNEY","",""
"PLX189455","","393503651002102787, 393503651002102800, 393503651002102794","15/11/2021 19:44 +11:00","PLX1894550030034818","Depot In","SYDNEY","",""
"PLX189455","","393503651002102787, 393503651002102800, 393503651002102794","15/11/2021 19:47 +11:00","PLX1894550020034818","Depot In","SYDNEY","",""
"PLX189449","","393503651002102626, 393503651002102602, 393503651002102589, 393503651002102619, 393503651002102640,","15/11/2021 19:47 +11:00","PLX1894490070076065","Depot In","SYDNEY","",""
"PLX189449","","393503651002102626, 393503651002102602, 393503651002102589, 393503651002102619, 393503651002102640,","15/11/2021 19:45 +11:00","PLX1894490060076065","Depot In","SYDNEY","",""
"PLX189601","","393503651002096178, 393503651002096192, 393503651002096222, 393503651002096215, 393503651002096208,","15/11/2021 19:45 +11:00","PLX1896010030092206","Depot In","SYDNEY","",""
"PLX189460","","393503651002102756, 393503651002102749","15/11/2021 19:46 +11:00","PLX1894600010024152","Depot In","SYDNEY","",""
"PLX189625","","393503651002107201, 393503651002107218","15/11/2021 19:45 +11:00","PLX1896250020025169","Depot In","SYDNEY","",""
