ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019158","6278e750-50e1-4ea7-b263-0c8ac0b74e16","89171","09/11/2021 19:30 +11:00","PLX0191580030043037","Depot In","SYDNEY","",""
"PLX019148","c78f3103-40cc-437d-80cb-eacf0a487948","89404","09/11/2021 19:31 +11:00","PLX0191480060073230","Depot In","SYDNEY","",""
"PLX018978","10521567-0521-4e75-b457-902a097f54a0","88693","09/11/2021 19:30 +11:00","PLX0189780010042107","Depot In","SYDNEY","",""
"PLX188462","","89421","09/11/2021 19:31 +11:00","PLX1884620020062577","Depot In","SYDNEY","",""
"PLX188457","","89420","09/11/2021 19:31 +11:00","PLX1884570020022320","Depot In","SYDNEY","",""
"PLX019160","78620c29-823a-4edf-99f5-45eea17f8d33","89385","09/11/2021 19:31 +11:00","PLX0191600010022074","Depot In","SYDNEY","",""
"PLX188464","","89422","09/11/2021 19:31 +11:00","PLX1884640010032232","Depot In","SYDNEY","",""
"PLX188462","","89421","09/11/2021 19:32 +11:00","PLX1884620010062577","Depot In","SYDNEY","",""
"PLX188462","","89421","09/11/2021 19:31 +11:00","PLX1884620040062577","Depot In","SYDNEY","",""
"PLX188844","","89550","09/11/2021 19:33 +11:00","PLX1888440010017173","Depot In","SYDNEY","",""
"PLX188457","","89420","09/11/2021 19:31 +11:00","PLX1884570010022320","Depot In","SYDNEY","",""
"PLX188462","","89421","09/11/2021 19:34 +11:00","PLX1884620050062577","Depot In","SYDNEY","",""
"PLX188833","","89526","09/11/2021 19:34 +11:00","PLX1888330010023095","Depot In","SYDNEY","",""
