ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019040","c18135ea-df01-444a-96fa-b2590dbcf919","88149","19/10/2021 16:25 +11:00","PLX0190400080082602","Depot In","SYDNEY","",""
"PLX019036","b8426caf-51ca-464a-a987-f85f6a57a6d8","87866","19/10/2021 16:25 +11:00","PLX0190360010012257","Depot In","SYDNEY","",""
"PLX018999","48e1faa2-91f1-4f35-93d5-ab04238a44a9","88704","19/10/2021 16:25 +11:00","PLX0189990080082821","Depot In","SYDNEY","",""
"PLX019014","fc4db99e-4dc4-4e40-bf76-e8505d6acc8a","88789","19/10/2021 16:25 +11:00","PLX0190140010022333","Depot In","SYDNEY","",""
"PLX019051","6e250d76-4ffe-4a36-93dc-098b96ec7d51","88766","19/10/2021 16:25 +11:00","PLX0190510040063217","Depot In","SYDNEY","",""
"PLX018998","337b12dc-c0bf-4151-b713-6a9e0f163e8e","88703","19/10/2021 16:25 +11:00","PLX0189980010043116","Depot In","SYDNEY","",""
"PLX019051","6e250d76-4ffe-4a36-93dc-098b96ec7d51","88766","19/10/2021 16:25 +11:00","PLX0190510050063217","Depot In","SYDNEY","",""
"PLX019051","6e250d76-4ffe-4a36-93dc-098b96ec7d51","88766","19/10/2021 16:26 +11:00","PLX0190510020063217","Depot In","SYDNEY","",""
"PLX019014","fc4db99e-4dc4-4e40-bf76-e8505d6acc8a","88789","19/10/2021 16:25 +11:00","PLX0190140020022333","Depot In","SYDNEY","",""
"PLX019059","6afaabd0-f11d-4d80-b78c-5131062bf330","88852","19/10/2021 16:29 +11:00","PLX0190590010012612","Depot In","SYDNEY","",""
"PLX019051","6e250d76-4ffe-4a36-93dc-098b96ec7d51","88766","19/10/2021 16:25 +11:00","PLX0190510030063217","Depot In","SYDNEY","",""
"PLX019077","38c3035a-c151-41dd-99a3-2d101444e912","87868","19/10/2021 16:25 +11:00","PLX0190770020056062","Depot In","SYDNEY","",""
