ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189606","","393503651002107270, 393503651002107263, 393503651002107225, 393503651002107249, 393503651002107232,","16/11/2021 19:00 +11:00","PLX1896060010066059","Depot In","SYDNEY","",""
"PLX188479","","89430","16/11/2021 19:00 +11:00","PLX1884790010022350","Depot In","SYDNEY","",""
"PLX189614","","393503651002107416","16/11/2021 19:00 +11:00","PLX1896140010013039","Depot In","SYDNEY","",""
"PLX189600","","393503651002102473","16/11/2021 19:00 +11:00","PLX1896000010012234","Depot In","SYDNEY","",""
"PLX189637","","393503651002107959, 393503651002107942, 393503651002107935","16/11/2021 19:01 +11:00","PLX1896370020032609","Depot In","SYDNEY","",""
"PLX188481","","89432","16/11/2021 19:00 +11:00","PLX1884810020022260","Depot In","SYDNEY","",""
"PLX189633","","393503651002107980, 393503651002107997, 393503651002107966, 393503651002107973","16/11/2021 19:02 +11:00","PLX1896330010046169","Depot In","SYDNEY","",""
"PLX189633","","393503651002107980, 393503651002107997, 393503651002107966, 393503651002107973","16/11/2021 19:02 +11:00","PLX1896330020046169","Depot In","SYDNEY","",""
"PLX189630","","393503651002108048, 393503651002108055","16/11/2021 19:02 +11:00","PLX1896300020023752","Depot In","SYDNEY","",""
"PLX189604","","393503651002108314, 393503651002108291, 393503651002108307","16/11/2021 19:00 +11:00","PLX1896040030033146","Depot In","SYDNEY","",""
"PLX189628","","393503651002108031, 393503651002108024","16/11/2021 19:03 +11:00","PLX1896280010022148","Depot In","SYDNEY","",""
"PLX019190","b8b48847-71e9-49a5-8637-1c82d8578691","89733","16/11/2021 19:03 +11:00","PLX0191900020022320","Depot In","SYDNEY","",""
"PLX189632","","393503651002108000, 393503651002108017","16/11/2021 19:00 +11:00","PLX1896320010023082","Depot In","SYDNEY","",""
"PLX189513","","393503651002108154, 393503651002108147, 393503651002108178, 393503651002108185, 393503651002108161,","16/11/2021 19:01 +11:00","PLX1895130040063064","Depot In","SYDNEY","",""
"PLX189637","","393503651002107959, 393503651002107942, 393503651002107935","16/11/2021 19:03 +11:00","PLX1896370010032609","Depot In","SYDNEY","",""
"PLX189632","","393503651002108000, 393503651002108017","16/11/2021 19:02 +11:00","PLX1896320020023082","Depot In","SYDNEY","",""
"PLX189630","","393503651002108048, 393503651002108055","16/11/2021 19:02 +11:00","PLX1896300010023752","Depot In","SYDNEY","",""
