ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"DME189678","","3669942","17/11/2021 09:59 +11:00","Assigned",""
"PLX188232","","88015","17/11/2021 10:00 +11:00","OnDelivery",""
