ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX185803","","88328","15/10/2021 15:50 +11:00","PLX1858030010012168","Depot In","SYDNEY","",""
"PLX018931","2c41a860-7279-433b-9165-dbe12a938e75","87864","15/10/2021 15:50 +11:00","PLX0189310070073228","Depot In","SYDNEY","",""
"PLX018945","4339903b-4fb3-4552-b539-e88cbd94c31b","88286","15/10/2021 15:51 +11:00","PLX0189450040044740","Depot In","SYDNEY","",""
"PLX018879","9f256153-c461-4775-9777-66ddd0496918","88285","15/10/2021 15:51 +11:00","PLX0188790040043059","Depot In","SYDNEY","",""
"PLX018890","04167d44-c596-47b8-ac90-dc19c6da4ac9","88228","15/10/2021 15:51 +11:00","PLX0188900040045034","Depot In","SYDNEY","",""
"PLX018965","a4e53592-5226-45a3-9ace-523f206ec531","87273","15/10/2021 15:51 +11:00","PLX0189650010012646","Depot In","SYDNEY","",""
"PLX018838","86ca7a54-3b98-46b4-8fe2-2afe23e5e34b","88135","15/10/2021 15:52 +11:00","PLX0188380010022439","Depot In","SYDNEY","",""
"PLX018946","d694e16a-7935-42b6-b668-1445818604e0","88721","15/10/2021 15:51 +11:00","PLX0189460010042450","Depot In","SYDNEY","",""
"PLX018803","b3e620f9-0e27-4fa5-960d-b6a4b2637fca","88066","15/10/2021 15:52 +11:00","PLX0188030050062285","Depot In","SYDNEY","",""
"PLX018932","e31142fa-65e9-47e9-a849-57c15de04e4d","88699","15/10/2021 15:52 +11:00","PLX0189320010012229","Depot In","SYDNEY","",""
"PLX018971","558e253f-0db5-46b1-bd97-dff95ca8c9aa","88730","15/10/2021 15:51 +11:00","PLX0189710010012327","Depot In","SYDNEY","",""
