ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019081","64891","88830","21/10/2021 16:25 +11:00","PLX0190810040044214","Depot In","SYDNEY","",""
"PLX019090","833a0971-193d-42a5-9e24-7c8ff9876b31","87821","21/10/2021 16:26 +11:00","PLX0190900030043135","Depot In","SYDNEY","",""
"PLX018988","4d1969d0-640a-48ca-9cc3-e0d14a37f463","88324","21/10/2021 16:26 +11:00","PLX0189880010044575","Depot In","SYDNEY","",""
"PLX019081","64891","88830","21/10/2021 16:25 +11:00","PLX0190810010044214","Depot In","SYDNEY","",""
"PLX019079","2fdfaa23-c8cc-4868-ae9a-f929addc33a0","88815","21/10/2021 16:27 +11:00","PLX0190790020042577","Depot In","SYDNEY","",""
"PLX019087","3bb87a68-93a6-4c67-ac64-12b10d514f76","88895","21/10/2021 16:27 +11:00","PLX0190870020065022","Depot In","SYDNEY","",""
"PLX019087","3bb87a68-93a6-4c67-ac64-12b10d514f76","88895","21/10/2021 16:28 +11:00","PLX0190870010065022","Depot In","SYDNEY","",""
"PLX018986","5acc73b0-502f-4bdf-8617-d194f837fc87","88322","21/10/2021 16:28 +11:00","PLX0189860010062768","Depot In","SYDNEY","",""
"PLX019087","3bb87a68-93a6-4c67-ac64-12b10d514f76","88895","21/10/2021 16:26 +11:00","PLX0190870040065022","Depot In","SYDNEY","",""
"PLX018986","5acc73b0-502f-4bdf-8617-d194f837fc87","88322","21/10/2021 16:28 +11:00","PLX0189860020062768","Depot In","SYDNEY","",""
"PLX018988","4d1969d0-640a-48ca-9cc3-e0d14a37f463","88324","21/10/2021 16:26 +11:00","PLX0189880020044575","Depot In","SYDNEY","",""
"PLX019087","3bb87a68-93a6-4c67-ac64-12b10d514f76","88895","21/10/2021 16:28 +11:00","PLX0190870030065022","Depot In","SYDNEY","",""
"PLX019090","833a0971-193d-42a5-9e24-7c8ff9876b31","87821","21/10/2021 16:25 +11:00","PLX0190900040043135","Depot In","SYDNEY","",""
"PLX019079","2fdfaa23-c8cc-4868-ae9a-f929addc33a0","88815","21/10/2021 16:27 +11:00","PLX0190790040042577","Depot In","SYDNEY","",""
"PLX018986","5acc73b0-502f-4bdf-8617-d194f837fc87","88322","21/10/2021 16:27 +11:00","PLX0189860040062768","Depot In","SYDNEY","",""
"PLX019087","3bb87a68-93a6-4c67-ac64-12b10d514f76","88895","21/10/2021 16:26 +11:00","PLX0190870050065022","Depot In","SYDNEY","",""
"PLX019087","3bb87a68-93a6-4c67-ac64-12b10d514f76","88895","21/10/2021 16:26 +11:00","PLX0190870060065022","Depot In","SYDNEY","",""
