ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"DME188138","","5940223, 5940223, 5940180, 5940323","05/11/2021 09:01 +11:00","DME1881380030043172","On Delivery","MELBOURNE","",""
"DME188138","","5940223, 5940223, 5940180, 5940323","05/11/2021 09:01 +11:00","DME1881380040043172","On Delivery","MELBOURNE","",""
"DME188138","","5940223, 5940223, 5940180, 5940323","05/11/2021 09:02 +11:00","DME1881380010043172","On Delivery","MELBOURNE","",""
"DME188138","","5940223, 5940223, 5940180, 5940323","05/11/2021 09:02 +11:00","DME1881380020043172","On Delivery","MELBOURNE","",""
"DME188240","","8969470, 8996616, 8969662, 8969814, 8969878, 8969528","05/11/2021 09:02 +11:00","DME1882400040063172","On Delivery","MELBOURNE","",""
"DME188240","","8969470, 8996616, 8969662, 8969814, 8969878, 8969528","05/11/2021 09:02 +11:00","DME1882400020063172","On Delivery","MELBOURNE","",""
"DME188240","","8969470, 8996616, 8969662, 8969814, 8969878, 8969528","05/11/2021 09:02 +11:00","DME1882400050063172","On Delivery","MELBOURNE","",""
"DME188240","","8969470, 8996616, 8969662, 8969814, 8969878, 8969528","05/11/2021 09:02 +11:00","DME1882400060063172","On Delivery","MELBOURNE","",""
"DME188240","","8969470, 8996616, 8969662, 8969814, 8969878, 8969528","05/11/2021 09:03 +11:00","DME1882400010063172","On Delivery","MELBOURNE","",""
"DME188240","","8969470, 8996616, 8969662, 8969814, 8969878, 8969528","05/11/2021 09:04 +11:00","DME1882400030063172","On Delivery","MELBOURNE","",""
