ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"DME186079","","28101, 28101","18/10/2021 16:06 +11:00","DME1860790010012170","Depot In","SYDNEY","",""
"PLX018964","8ccad15c-de4e-4879-bf96-cebb069eaafa","87677","18/10/2021 16:07 +11:00","PLX0189640080094305","Depot In","SYDNEY","",""
"PLX018850","7c14e85f-29fe-4e80-af17-b52dc24dea35","88188","18/10/2021 16:08 +11:00","PLX0188500040047277","Depot In","SYDNEY","",""
"PLX018983","a1b36f0f-3d8d-4ae2-9031-d55c8d0d1ceb","88753","18/10/2021 16:09 +11:00","PLX0189830010017000","Depot In","SYDNEY","",""
"PLX018972","37fbdb34-5c4d-479f-a55b-a1cb7079f52c","88267","18/10/2021 16:07 +11:00","PLX0189720010023190","Depot In","SYDNEY","",""
"PLX019032","b6b0d166-77b1-48bb-bcc8-97f2c3ecb078","88810","18/10/2021 16:09 +11:00","PLX0190320010013192","Depot In","SYDNEY","",""
"PLX018972","37fbdb34-5c4d-479f-a55b-a1cb7079f52c","88267","18/10/2021 16:09 +11:00","PLX0189720020023190","Depot In","SYDNEY","",""
"PLX019005","9e4949a7-0349-4e25-9f5e-1b2b12835015","88713","18/10/2021 16:09 +11:00","PLX0190050010016026","Depot In","SYDNEY","",""
"PLX019015","45d72082-0426-4ba5-a82d-83ba72701410","88790","18/10/2021 16:09 +11:00","PLX0190150010012372","Depot In","SYDNEY","",""
"PLX019022","5b155a0f-b9b6-4593-9a67-5ef140353ffb","88798","18/10/2021 16:09 +11:00","PLX0190220010013064","Depot In","SYDNEY","",""
"PLX019018","5e9f9ee1-10f6-4630-89f2-dfa75aa96941","88793","18/10/2021 16:09 +11:00","PLX0190180010013429","Depot In","SYDNEY","",""
"PLX018984","7891f60e-5fa7-4549-8b35-b5965d91745e","88752","18/10/2021 16:09 +11:00","PLX0189840010013977","Depot In","SYDNEY","",""
"PLX018989","371cec3d-dd09-46fc-8a60-d7d21bf606af","88325","18/10/2021 16:07 +11:00","PLX0189890010012287","Depot In","SYDNEY","",""
